cell,flux,tbr,tbr_stdev,"U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","U238(n,fis)","U238(n,fis)_stdev",heat_eV_src,heat_eV_src_stdev
11,3.079827029414021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470883.53037141456,132.89372777917876
21,6.162285039690642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588385.784644354,142.53744245148485
12,30.761904071181043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489941.0816847338,129.03520966090883
22,6.17800191229554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542444.3150469629,155.6418626343725
31,276.7183139962907,0.7153496536674191,0.0001912477849554254,0.07842117908113239,2.7087837871012707e-05,348.1131740748594,0.1202434512027392,0.7138738962561031,0.00019082980901377502,0.0014757574113160052,4.1797594165035664e-07,0.03072442925288418,4.893229580886273e-06,15708842.301529687,2217.4740759124447
23,28.748960370303145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471043.4810462226,300.149080161268
32,128.452651224181,0.3975838950021728,0.00014755194829666688,0.04726013462146358,2.0184846892304408e-05,209.78867779152085,0.08960093691814568,0.3973965927793071,0.0001473362671761292,0.0001873022228656776,2.1568112053769357e-07,0.005508720174668333,4.249150357480254e-06,4578505.443911436,1911.037888648197
24,11.735928733868816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90161.48792227084,170.59640218253878
41,1.8480412895093485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30921.514066550346,87.12675334408654
42,13.18215576403667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172149.04285423236,385.92770726144227
25,8.22023255311479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78624.75270942961,79.41696714163942
33,34.10040594430817,0.12035376966730445,0.00011183572367131054,0.01510538931840106,1.9049780594347356e-05,67.0531236953845,0.08456235504017573,0.12033416825796663,0.00011177685328787247,1.9601409337828466e-05,5.887038343806935e-08,0.0007318149235602458,1.000284520234492e-06,1064941.668854709,902.226991453965
26,7.56433807964143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52383.585478844325,108.21352503230007
43,1.212881252671646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18968.59877052566,45.34288913789575
44,8.69062212867006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112760.20937641598,209.93961477146712
total,566.656549389177,1.2332873183368964,0.0004506354569234028,0.14078670302099702,6.632246535766446e-05,624.9549755617647,0.29440674316106064,1.2316046572933768,0.0004499429294777767,0.0016826610435195114,6.925274456261196e-07,0.03696496435111276,1.0142664458601017e-05,24470956.79826779,6977.5601375731885
