cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"Th232(n,fis)","Th232(n,fis)_stdev","Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr
11,3.198800977039498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,6.397252445617324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,31.950343995126918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,6.41830390918212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,273.77543754342213,0.8948520641630345,0.00024431802113164053,0.0017870672502321196,7.693938419342018e-07,0.8966391314132667,0.0002450874149735747,0.0017870672502321196,0.00027491403983648623,0.0022893086661077843,8.924974320802506e-07,9.906689631205587
23,26.96757247486139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,111.41495543395783,0.4070739772398281,0.00017686530674722978,0.00014993872232207004,1.280015673436115e-07,0.40722391596215013,0.0001769933083145734,0.00014993872232207004,3.735915119877232e-05,0.0010901153759824505,4.646282097464112e-07,4.717334473915223
24,6.08353703467712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,7.055758004739045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,25.325508145657075,0.0984410665119288,7.314747105987262e-05,1.083670505406922e-05,6.296688361002701e-08,0.09845190321698287,7.321043794348265e-05,1.083670505406922e-05,3.888021163354907e-06,0.00027046004601640996,2.1229281759071274e-07,1.170381160562997
26,2.8722651098754395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,501.4597350741559,1.4003671079147915,0.0004943307989387429,0.0019478426776082588,9.603622928878404e-07,1.4023149505923995,0.0004952911612316308,0.0019478426776082588,0.0003161612121986134,0.0036498840881066448,1.5694184594173745e-06,15.794405265683807
