cell,flux,tbr,tbr_stdev,"Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr,U233_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","Th232(n,fis)","Th232(n,fis)_stdev",heat_eV_src,heat_eV_src_stdev
11,3.1001414937654443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450412.2383505711,148.56944875550838
21,6.199511610330579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587605.9037213417,145.85949010914268
12,30.950383822111963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490284.8049481516,115.05876098613751
22,6.213463212422112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541430.5104297893,147.69842151408758
31,271.1752753342596,0.8257196853077904,0.000283821742193077,7.664971767188396e-05,3.7541276663040464e-08,0.33169182231153854,0.000162455059802955,0.8239299943078221,0.0002832172755665613,0.001789690999968323,6.044666265156862e-07,7.405340236591025e-06,2.131847128276829e-09,9154780.142538164,1874.0506688734988
23,27.47496322155648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401237.48727090494,258.90776931295426
32,120.98818135046663,0.43944500444043616,0.0002218694110712734,4.456673107621214e-05,3.649636976480374e-08,0.1928568127076018,0.0001579333592181508,0.4392658057787752,0.00022166062318186127,0.0001791986616609632,2.0878788941211684e-07,1.0705249323291405e-06,8.28407408983014e-10,2974107.4995692545,1041.3549461450102
24,11.846306101872546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76486.68803125968,177.90047664712498
41,1.1419820510894152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16793.405717211946,48.774098030884524
42,11.216882671943967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115618.26432582703,207.63468160530897
25,7.573581173102526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61491.798715810466,64.9480317657499
33,31.326211208482786,0.12887778913931044,0.00010340274635018121,1.395398399060622e-05,1.912074110465264e-08,0.06038407601399389,8.274255474884506e-05,0.12886250654136455,0.00010334138992602024,1.5282597945893093e-05,6.135642416097058e-08,1.189878801780227e-07,2.0932279361526018e-10,750612.1282586551,517.7957464515665
26,7.354709545381113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42390.30341577202,103.74277522906942
43,0.7231460304994114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9306.082147346844,35.60438099581711
44,7.185708326966178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70784.79614534853,173.33596332171774
total,544.4704471542506,1.394042478887537,0.0006090938996145316,0.00013517043273870234,9.315838753249685e-08,0.5849327110331343,0.0004031309737699509,1.3920583066279617,0.0006082192886744429,0.0019841722595751793,8.746109400887736e-07,8.594853049098186e-06,3.1695773308751033e-09,15743342.053585408,5061.235659743579
