cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"U238(n,fis)","U238(n,fis)_stdev","U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr
11,5.2346102952343285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,10.558551192368475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,53.02714389437813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,10.708227931243645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,531.9167052045321,0.30658022336295665,0.0003855278261175012,0.016113403266247977,1.441696271570958e-05,0.32269362662920464,0.0003999447888332108,0.016113403266247977,0.00556863918408041,0.09072151141510597,0.0002115373048692286,402.71459401175207
23,61.54932839932245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,307.8980735872365,0.2394596973856924,0.00030856736683001996,0.0016970883208987128,4.341772672136916e-06,0.2411567857065911,0.0003129091395021569,0.0016970883208987128,0.000913103296814641,0.07730905907592878,0.00017156470779773505,343.17645124692217
24,29.819195201841392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,2.7773704566159028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,23.137582355596766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,21.53332492903577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,97.0924282820717,0.09286063622405615,0.0002110632464782868,0.00015453088294015502,1.7562284889105789e-06,0.0930151671069963,0.00021281947496719738,0.00015453088294015502,0.00011499196211902114,0.03168307737464915,0.00011999259874739876,140.64181077841067
26,20.998257859953068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,3.185199406504324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,20.275830963686776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,1199.7118299596216,0.6389005569727052,0.000905158439425808,0.017965022470086845,2.0514963876757076e-05,0.656865579442792,0.000925673403302565,0.017965022470086845,0.0065967344430140715,0.1997136478656839,0.0005030946114143624,886.5328560370849
