cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"Th232(n,fis)","Th232(n,fis)_stdev","Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr
11,3.0509861937386473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,6.101875483890242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,30.47208732936386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,6.122936062242808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,252.66317248436826,0.8414043212520259,0.00027907683664557634,0.0015309366287342228,4.436952061569444e-07,0.8429352578807602,0.0002795205318517333,0.0015309366287342228,0.010744048685266367,0.11159073131361781,4.673962671668741e-05,482.8945773934434
23,23.3399367901075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,90.46873191658658,0.34966835025769166,0.0001998968835480821,0.0001210097203415304,1.3454703884325833e-07,0.3497893599780332,0.00020003143058692536,0.0001210097203415304,0.0012249109389339727,0.04974608883432471,2.918726378492659e-05,215.26981911352007
24,4.30295250015024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,5.204385808749576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,17.42660200162504,0.07378794917525629,9.659211274956354e-05,8.12155187245453e-06,7.163018477921457e-08,0.07379607072712874,9.666374293434275e-05,8.12155187245453e-06,0.00010623064204906402,0.011036432608507705,1.5805459059642345e-05,47.75874660627999
26,1.6841987199624673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,440.83786529078526,1.2648606206849737,0.000575565832943222,0.0016600679009482076,6.498724297794173e-07,1.2665206885859221,0.0005762157053730014,0.0016600679009482076,0.012075190266249404,0.1723732527564502,9.173234956125635e-05,745.9231431132434
