x,y,z
-2.681216333817603714e-01,1.320468358734568914e-01,3.923429138563196830e+02
4.100860236198949904e-02,-3.215271888079923590e-02,3.901587731292977423e+02
-2.198455370668334075e-02,-1.084280284694807139e-01,4.099095692284079178e+02
1.458003580866733540e-01,1.800611836069074823e-01,3.941469863443363693e+02
-8.447004672920827018e-02,2.673766844013769628e-03,3.724302398317067855e+02
-3.012119310388419735e-01,2.721311242919426387e-01,4.038434772828445034e+02
6.455409986006749312e-02,2.923790990870811513e-04,3.725371471159832026e+02
1.616838856010952563e-01,-6.065551924181278309e-02,3.723348856820423975e+02
9.118735418135348603e-03,-5.845038428394527807e-02,4.066151785736855686e+02
3.215580165624354336e-02,1.767252462442997496e-02,3.777095904069776680e+02
-2.270802829600016004e-01,8.309159642407620838e-02,3.695754643654527172e+02
-1.836040309894371447e-01,-5.773932817647819959e-03,3.914850949002342873e+02
-3.677166177951274317e-03,-1.216784527423340756e-01,3.653819839053584815e+02
1.881635989894303584e-02,-2.807829352364266118e-02,4.004170537610110614e+02
-1.935103603837746433e-01,-2.558521257853575981e-01,3.749884830759057195e+02
1.473731855312889749e-01,-1.726183053742921525e-01,3.936101604697223593e+02
1.156835425478040524e-01,-1.755476505915407881e-01,4.034048713875912995e+02
2.387996108430062714e-01,2.967362976344831704e-01,4.081161894146659392e+02
-1.345311009015007497e-01,9.197503971044063142e-02,3.783671105254682061e+02
-4.024467102357576209e-02,-1.993448663472310034e-01,3.745229335527617422e+02
2.611483964629990329e-01,1.055928574858202018e-01,3.996902762079657805e+02
2.221053514975419585e-01,-1.246047646380219753e-01,3.894986101282223672e+02
-9.446899498705091380e-02,1.964632519067081029e-01,3.803909667579704887e+02
-6.884356045298495319e-02,-5.999208853023474397e-02,4.082821353274858893e+02
1.145182052141118789e-01,1.021369129853356705e-01,4.006707860864663076e+02
-1.478003687958262535e-02,1.653253831540542063e-01,3.937945318987064525e+02
1.183904828675065857e-01,3.252794095242345085e-02,3.769773606152875800e+02
-2.733607087617453413e-01,2.283019219643455111e-01,4.041047762493785740e+02
-1.111432602640841372e-01,1.743560322357730064e-01,4.007778331240060652e+02
-8.734749709392142236e-02,-1.824137456916128941e-01,3.766703248746897543e+02
1.075889410505402877e-01,1.300152094459448571e-01,3.851181238819389137e+02
5.258996325850107123e-02,2.374638158371175090e-01,3.660051930092972157e+02
-1.944314091922101917e-01,-2.142710536600356264e-01,3.850103011962694950e+02
-2.203175882374710792e-01,1.289580561498353539e-01,3.851684247864220652e+02
-1.075148468281145742e-01,-1.474732623329603753e-01,3.928860574609445848e+02
