x,y,z
6.586356971962218365e-01,-5.459741874713759380e-01,8.808071254685964959e+02
-7.274315479973261223e-01,-4.647234272698670399e-01,8.915150061632591587e+02
2.113671316451736226e-01,2.694539994513046599e-01,8.342960493630711198e+02
-1.671457861455835081e-01,-4.148620080089768791e-01,9.094896581467036185e+02
3.298037105242165312e-01,-5.819051232728988943e-02,8.689665019160394195e+02
6.293380189280654013e-01,-1.438936331674982583e-01,8.354909323852652960e+02
6.530532482234091551e-01,-2.465231882074258030e-01,8.461664013099041313e+02
6.032607463693290262e-01,-5.589978968324620379e-01,8.896189482126866324e+02
6.843702592902404236e-01,-6.433529037530367756e-01,8.868348073372050067e+02
-3.701874918159499539e-01,-5.287251822571916726e-01,8.930321976101367909e+02
2.610605174683596763e-01,-1.286140843343546170e-01,8.310590522929011286e+02
3.808078155794131225e-01,-3.164895837516263355e-01,9.081080868589571082e+02
-6.274381773755062230e-01,-7.061469836510995135e-01,9.047442409742844802e+02
-3.671844609234892198e-01,-1.784888312259669263e-02,8.635277009549744207e+02
4.251296117941560926e-02,1.643323990540193069e-01,8.315626854807804875e+02
6.569236013430920229e-01,2.853677554225960700e-01,8.760601626944546751e+02
-9.349333529335102089e-02,-6.179859678933075084e-01,8.867112170196676288e+02
-4.444634058182068692e-01,3.291761331030583770e-01,8.655255176161020927e+02
-6.246104818653485102e-01,-6.426174848645848092e-01,9.046424911869697780e+02
3.975797860179154375e-01,-5.792103723284367511e-01,8.312012828518480774e+02
-2.926342299232200794e-01,-9.966556913857493871e-02,8.855867688146802266e+02
6.473206189612856765e-02,6.644259307791945401e-01,8.312625422338890075e+02
-5.166159923183477609e-01,-6.133948547944054752e-01,8.852285050127458135e+02
-5.266740326273833261e-02,-5.858284584967968778e-01,8.472510298630328407e+02
6.102347469419503456e-01,2.892213339369898994e-01,8.704058715045656527e+02
3.140461400750079735e-01,6.390303855624276386e-01,8.875734755410493335e+02
-3.301244623221900598e-01,-3.405867316633782171e-01,8.413757632298882072e+02
-4.988117226324584874e-01,5.609137137000684836e-01,8.562090627294610385e+02
3.168634271865733432e-02,3.234906842580257402e-01,8.837566426993444111e+02
-4.126820473398302713e-01,-6.262129653016866859e-01,8.778501994890634705e+02
