fertile_kgm3,void_cell,cellfrom,leakage,leakage_stdev
3000.0,99,"[42, 44]",0.025397110174836916,6.690199539672681e-05
3000.0,98,[44],0.006437773433445007,2.5491802049658964e-05
3000.0,total,,0.031834883608281926,7.159405673519732e-05
