cell,flux,tbr,tbr_stdev,"U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","U238(n,fis)","U238(n,fis)_stdev",heat_eV_src,heat_eV_src_stdev
11,3.0939718506232414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452945.54453018156,137.3066234879368
21,6.1882865776774745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587413.2514773575,148.67282910825122
12,30.89274684741786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489975.85017627204,122.95393418177379
22,6.202989611212322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541281.0198671591,152.13862086231012
31,271.8376910916439,0.8090810685178128,0.00019916948260140352,0.011601987403125975,3.499844546424775e-06,51.501452895783196,0.015535879568503452,0.8073403358576249,0.00019852519378663248,0.0017407326601879252,6.44288814771044e-07,0.005152257846358971,1.3597916018312652e-06,10246086.960210346,1872.9449201266239
23,27.624241052626143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411367.31566447846,288.2261801696028
32,121.25175809693407,0.4292447329227294,0.0001431877071950585,0.006769356960383701,3.5349068966823637e-06,30.04931021869666,0.015691522038837467,0.4290632647619752,0.00014297261211952472,0.00018146816075422659,2.1509507553378017e-07,0.0008284400919404918,5.889511205913741e-07,3192555.0045214086,924.5587932844419
24,11.061252841595744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74183.45299760289,136.50999750390503
41,1.7473838756298452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25514.80083635534,66.18759268026103
42,12.632946295938368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145371.7235667832,284.76880687748246
25,7.623928549194907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63678.055383209314,72.61424022546622
33,31.179300930508166,0.12448872884277142,0.0001259410380787013,0.002101681153834198,3.6481666547625753e-06,9.329404453325276,0.01619428435817805,0.12447275062198282,0.00012588029088334826,1.5978220788594525e-05,6.074719535304299e-08,9.888470135136503e-05,1.3262086224414193e-07,777279.1056874527,724.6820263549382
26,6.821669495316128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40534.22974094614,108.3965800290353
43,1.1021162689564539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14831.438713134668,36.63526405726806
44,8.075327094200981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91015.04409939589,240.84217711578893
total,547.3356104794755,1.3628145302833137,0.0004682982278751633,0.020473025517343875,1.0682918097869714e-05,90.88016756780513,0.04742168596551897,1.3608763512415827,0.00046737809678950546,0.0019381790417307462,9.201310856578672e-07,0.006079582639650827,2.081363584666781e-06,17154032.797472082,5317.4385860650855
