filename,fertile_kg/m3,fertile_mt,"Li6(n,t)","Li6(n,t)_sd","Li7(n,Xt)","Li7(n,Xt)_sd","Be9(n,2n)","Be9(n,2n)_sd","Pb(n,2n)","Pb(n,2n)_sd","U238(n,g)","U238(n,g)_sd","Th232(n,g)","Th232(n,g)_sd","U235(n,inel)","U235(n,inel)_sd","U238(n,inel)","U238(n,inel)_sd","Th232(n,inel)","Th232(n,inel)_sd","U235(n,el)","U235(n,el)_sd","U238(n,el)","U238(n,el)_sd","Th232(n,el)","Th232(n,el)_sd","Li6(n,el)","Li6(n,el)_sd","Li7(n,el)","Li7(n,el)_sd","Be9(n,el)","Be9(n,el)_sd","Pb(n,el)","Pb(n,el)_sd","tot(n,fis)","tot(n,fis)_sd","tot(n,nufis)","tot(n,nufis)_sd",tbr,tbr_sd,Pu239_kg/yr,Pu239_kg/yr_sd,U233_kg/yr,U233_kg/yr_sd,leak [n/src-n],leak_sd,heat [MW],heat_sd,fisq [MW],fisq_sd
tallies_FLiBe_900K_Li07.5_Th232_000.00kgm3_4e3x25,0.0,0.0,1.0893800487469183,0.0050546367317128,0.1004857680247502,0.0004509842930837,0.2267560927492517,0.0008743454328433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125701513599763,0.0007643310800208,4.637862736850935,0.0112073333021538,17.35632638693185,0.0616453962067119,0.0,0.0,0.0,0.0,0.0,0.0,1.1898658167716685,0.0055056210247966,0.0,0.0,0.0,0.0,0.00113,0.00012172373091,939.0668551259026,2.724797656456383,0.0,0.0
tallies_FLiBe_900K_Li07.5_Th232_000.10kgm3_4e3x25,0.1,0.06439708263540493,1.0889867718186348,0.0051613848995273,0.100487086363372,0.0004525085877217,0.2267466283019202,0.0008713149067277,0.0,0.0,0.0,0.0,0.0001241499751191,1.294204630425154e-06,0.0,0.0,0.0,0.0,2.5503895148113216e-05,5.619435564691062e-08,0.0,0.0,0.0,0.0,0.0006661535770861,2.3940911798648308e-06,0.3125641575537267,0.0007720698332563,4.637617074435235,0.0113464354700619,17.355002619387626,0.0620753262529225,0.0,0.0,1.4966287887483613e-06,6.153776198309697e-09,4.980505291636652e-06,2.13139243546876e-08,1.1894738581820068,0.0056138934872491,0.0,0.0,0.5373496011325753,0.005601614831378,0.00113,0.00012172373091,939.0137847814024,2.7551235246817987,0.0153118592099271,6.274548707634074e-05
tallies_FLiBe_900K_Li07.5_Th232_000.50kgm3_4e3x25,0.5,0.3219854131770246,1.0882058986501195,0.0049477879797039,0.1004692376324957,0.0004535896801837,0.2267510707642542,0.0008789661025301,0.0,0.0,0.0,0.0,0.0006199680393099,6.287696780114774e-06,0.0,0.0,0.0,0.0,0.0001275217604645,2.827611691477574e-07,0.0,0.0,0.0,0.0,0.0033270190589408,1.2034870517636366e-05,0.3124801687811829,0.0007762363832852,4.635850610690099,0.0113603772870629,17.35054080614056,0.0617758928797193,0.0,0.0,7.482290785563136e-06,3.091870246230377e-08,2.489957506654512e-05,1.0696338637775737e-07,1.1886751362826151,0.0054013776598877,0.0,0.0,2.683364038682186,0.0272145955212108,0.00114,0.0001216894955751,939.0314104190134,2.6920756658739937,0.0765506151280242,0.0003153038917731
tallies_FLiBe_900K_Li07.5_Th232_001.00kgm3_4e3x25,1.0,0.6439708263540492,1.0877955798917307,0.0048038237793861,0.1004584326238728,0.0004501781077426,0.2267314778716083,0.0008745936314116,0.0,0.0,0.0,0.0,0.0012386683793668,1.1982058216360162e-05,0.0,0.0,0.0,0.0,0.0002550890768067,5.650914032749503e-07,0.0,0.0,0.0,0.0,0.0066507282519901,2.305352318972948e-05,0.3124940273265659,0.0007600612879499,4.6358359663704505,0.0110345470404926,17.35020262969752,0.0600542402541468,0.0,0.0,1.4963219436215694e-05,6.1209797563496e-08,4.979325096453098e-05,2.122572160788909e-07,1.1882540125156036,0.0052540018871287,0.0,0.0,5.361241183892989,0.0518610994253273,0.00112,0.0001208649383954,939.1950543167336,2.65666605678955,0.153087852563532,0.0006240231678392
tallies_FLiBe_900K_Li07.5_Th232_010.00kgm3_4e3x25,10.0,6.439708263540492,1.081488483530373,0.0051395009038998,0.100195538497231,0.0004446627191923,0.2264337722734586,0.0008740401313238,0.0,0.0,0.0,0.0,0.0118276155445171,0.0001008548863289,0.0,0.0,0.0,0.0,0.0025473369720588,5.51350593801807e-06,0.0,0.0,0.0,0.0,0.0657590818485579,0.0002755235287933,0.311967304464845,0.0007975354188799,4.627516367592068,0.011793315241833,17.34620242427616,0.0653606184682113,0.0,0.0,0.0001492865760661,5.950058663767524e-07,0.0004967688471266,2.0900453886398023e-06,1.181684022027604,0.0055841636230922,0.0,0.0,51.19263607659939,0.4365231075486391,0.00116,0.0001353082899652,941.5717303268118,2.6792722235885016,1.5273481090786352,0.0060550872113526
tallies_FLiBe_900K_Li07.5_Th232_025.00kgm3_4e3x25,25.0,16.09927065885123,1.0674240223859226,0.0045000309705373,0.0997046601699974,0.0004671080733683,0.225886551543543,0.0008771313227797,0.0,0.0,0.0,0.0,0.0275295718714263,0.0002116098693766,0.0,0.0,0.0,0.0,0.0063409134014416,1.3541563172297142e-05,0.0,0.0,0.0,0.0,0.1610149980122179,0.000565811364514,0.3106813114875382,0.0007407179363496,4.606391775057368,0.0108557428149158,17.301005239627152,0.0584112684906176,0.0,0.0,0.0003715129029385,1.5519014618687443e-06,0.0012364262197782,5.389890297585704e-06,1.16712868255592,0.0049671390439056,0.0,0.0,119.15430873231396,0.9158961070761388,0.0012,0.0001299038105676,943.9088211855378,2.7494288818058084,3.800873197299539,0.0158137272397478
tallies_FLiBe_900K_Li07.5_Th232_050.00kgm3_4e3x25,50.0,32.19854131770246,1.0467307143207445,0.0043469308843386,0.0989158188417183,0.0004562257959406,0.2250847282153621,0.0008678762354117,0.0,0.0,0.0,0.0,0.0505137502352569,0.000410342823257,0.0,0.0,0.0,0.0,0.0126141582403021,2.742832848513709e-05,0.0,0.0,0.0,0.0,0.3144628446308732,0.001080499712811,0.308601213680009,0.0007818308938647,4.573778385284547,0.0112936470493939,17.22905187174637,0.0559344083721216,0.0,0.0,0.0007376319362633,3.063675898754368e-06,0.0024548945660502,1.0586860662585318e-05,1.1456465331624628,0.0048031566802792,0.0,0.0,218.6351105955994,1.776057966931395,0.00123,0.0001162970334961,946.8972954391536,2.6100461609507564,7.546570852420205,0.0312434671942812
tallies_FLiBe_900K_Li07.5_Th232_075.00kgm3_4e3x25,75.0,48.29781197655369,1.0292101878655933,0.0045515415958593,0.0982612538683418,0.0004508148136008,0.2244031764114619,0.0008640973768505,0.0,0.0,0.0,0.0,0.0700318111162581,0.0005351320371821,0.0,0.0,0.0,0.0,0.0188045701492302,3.8732805437067405e-05,0.0,0.0,0.0,0.0,0.4626597438891546,0.0015709316894839,0.306684028808292,0.0007801080479712,4.544151201970713,0.0114528690908743,17.153581248101723,0.0598810516045209,0.0,0.0,0.001099003746836,4.473718533126201e-06,0.0036580639665572,1.5446046285232643e-05,1.127471441733935,0.0050023564094601,0.0,0.0,303.1137600614406,2.3161743404057904,0.00105,0.0001181453906563,949.9820597455296,2.834175925346728,11.243497991003276,0.0456163027926364
tallies_FLiBe_900K_Li07.5_Th232_100.00kgm3_4e3x25,100.0,64.39708263540491,1.0137119714192155,0.0038884821121127,0.0975077522982984,0.0004788271817517,0.2232351836238239,0.0008919367049963,0.0,0.0,0.0,0.0,0.0879337622732037,0.0006885688062408,0.0,0.0,0.0,0.0,0.0249066613155503,5.252201517036043e-05,0.0,0.0,0.0,0.0,0.6072741115166211,0.001970942608879,0.3050134706813295,0.0007995199375358,4.517040610482277,0.0114680890618978,17.10395652762196,0.0590600163797673,0.0,0.0,0.0014538097387269,6.191750926153455e-06,0.004840346263563,2.158725487346475e-05,1.111219723717514,0.0043673092938645,0.0,0.0,380.5975155309359,2.980283910895664,0.00099,0.0001122497216032,953.3104399776832,2.924995213740928,14.87286980083526,0.0630288265682867
tallies_FLiBe_900K_Li07.5_Th232_150.00kgm3_4e3x25,150.0,96.59562395310738,0.982400493886356,0.0035309989877607,0.0961562762188065,0.0004678533500894,0.2218781106861718,0.0008487876035386,0.0,0.0,0.0,0.0,0.1190065173171459,0.0008880904624056,0.0,0.0,0.0,0.0,0.0369237250788955,7.309037875420926e-05,0.0,0.0,0.0,0.0,0.8864388549236676,0.00283186267403,0.3016623111215707,0.0007637139833259,4.464007410213577,0.0105690466345985,16.938681472300825,0.0562018891871087,0.0,0.0,0.0021497836436385,9.131781695288912e-06,0.0071598540799291,3.167984738237597e-05,1.0785567701051626,0.0039988523378501,0.0,0.0,515.0875346624111,3.843859455349576,0.00096,0.0001169757809691,957.7488563706546,2.788126248763336,21.99196067295759,0.0930301522225679
