filename,fertile_kg/m3,fertile_mt,"Li6(n,t)","Li6(n,t)_sd","Li7(n,Xt)","Li7(n,Xt)_sd","Be9(n,2n)","Be9(n,2n)_sd","Pb(n,2n)","Pb(n,2n)_sd","U238(n,g)","U238(n,g)_sd","Th232(n,g)","Th232(n,g)_sd","U235(n,inel)","U235(n,inel)_sd","U238(n,inel)","U238(n,inel)_sd","Th232(n,inel)","Th232(n,inel)_sd","U235(n,el)","U235(n,el)_sd","U238(n,el)","U238(n,el)_sd","Th232(n,el)","Th232(n,el)_sd","Li6(n,el)","Li6(n,el)_sd","Li7(n,el)","Li7(n,el)_sd","Be9(n,el)","Be9(n,el)_sd","Pb(n,el)","Pb(n,el)_sd","tot(n,fis)","tot(n,fis)_sd","tot(n,nufis)","tot(n,nufis)_sd",tbr,tbr_sd,Pu239_kg/yr,Pu239_kg/yr_sd,U233_kg/yr,U233_kg/yr_sd,leak [n/src-n],leak_sd,heat [MW],heat_sd,fisq [MW],fisq_sd
tallies_FLiBe_900K_Li07.5_U238_000.00kgm3_4e6x25,0.0,0.0,1.0939490611922624,0.0001147007114755,0.1003595090303069,1.868979760530318e-05,0.2266479136075805,3.152047493208905e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3134100833348412,2.126053230163684e-05,4.65186475506279,0.0003115633436548,17.417750428152146,0.0017625606995947,0.0,0.0,0.0,0.0,0.0,0.0,1.1943085702225693,0.0001333905090808,0.0,0.0,0.0,0.0,0.00100846,3.603287850466416e-06,939.702609335032,0.0990681204158082,0.0,0.0
tallies_FLiBe_900K_Li07.5_U238_000.10kgm3_4e6x25,0.1,0.06250323563073185,1.093814782889964,0.0001124548411378,0.1003570423493429,1.864976160193376e-05,0.2266452216777242,3.142809822764176e-05,0.0,0.0,0.0001636613890444,7.175118714446345e-08,0.0,0.0,1.3664598736271758e-07,7.795544391470953e-12,2.608404994988219e-05,1.528189772564636e-09,0.0,0.0,3.1588475408296648e-06,2.280141889783224e-10,0.0007632283827191,9.458132754983885e-08,0.0,0.0,0.3134048654704133,2.1167329738935547e-05,4.651776312091685,0.0003103371937164,17.41748540271283,0.0017613708439619,0.0,0.0,7.116968170661073e-06,7.189383338862705e-10,2.382948156522496e-05,2.772536760162081e-09,1.194171825239307,0.0001311046027397,0.7266401877940157,0.0003185680899171,0.0,0.0,0.00100817,3.62539423143564e-06,939.7825462796976,0.0982554528394389,0.0769681025407623,8.449695919900164e-06
tallies_FLiBe_900K_Li07.5_U238_000.50kgm3_4e6x25,0.5,0.31251617815365923,1.0932490595319382,0.0001087146958489,0.100346606040763,1.860315544003147e-05,0.2266342659381215,3.1595675539204774e-05,0.0,0.0,0.0008127767213527,3.6478334104963037e-07,0.0,0.0,6.832568797292111e-07,3.927748501537116e-11,0.000130425279522,7.639278698349476e-09,0.0,0.0,1.5794022687766096e-05,1.1124935551907567e-09,0.0038085209254068,4.75794372004711e-07,0.0,0.0,0.3133841505146122,2.075366807670889e-05,4.651422938720223,0.0003013526499881,17.416684966071614,0.0017247834935856,0.0,0.0,3.558114678397817e-05,3.585806462205828e-09,0.0001191378687187,1.3814351699018913e-08,1.1935956655727011,0.000127317851289,3.608647298464628,0.0016196015260043,0.0,0.0,0.0010076599999999,3.7695015143492807e-06,940.093445446158,0.0969078833964953,0.3847999575351922,4.1529463157181934e-05
tallies_FLiBe_900K_Li07.5_U238_001.00kgm3_4e6x25,1.0,0.6250323563073185,1.092598193367081,0.0001111260218887,0.1003331086185934,1.8672156920916284e-05,0.2266206312425532,3.188113644417243e-05,0.0,0.0,0.0016123406936726,6.877820938763597e-07,0.0,0.0,1.3665764351739091e-06,7.769667125439646e-11,0.0002608622235567,1.513653351340301e-08,0.0,0.0,3.158747740078273e-05,2.237000184232531e-09,0.0075987459729103,9.18050351587228e-07,0.0,0.0,0.3133576747940103,2.0634112619861312e-05,4.650973310350999,0.0003001693906544,17.41568639264172,0.0017474596012471,0.0,0.0,7.115328450794993e-05,7.1896650391249085e-09,0.0002382522068933,2.7685735585629413e-08,1.1929313019856744,0.0001297981788097,7.1586313135823545,0.0030536836621852,0.0,0.0,0.0010067,3.7323194307759218e-06,940.493444250968,0.0980969676668634,0.7695010561879391,8.359576813209046e-05
tallies_FLiBe_900K_Li07.5_U238_010.00kgm3_4e6x25,10.0,6.250323563073184,1.0819078836025515,0.000147906953346,0.1000927862396219,1.8911690866928104e-05,0.2263844828090416,3.27169711315793e-05,0.0,0.0,0.0142615682849235,6.128017754920849e-06,0.0,0.0,1.3677792152189287e-05,7.547873436490521e-10,0.0026108756055794,1.500823403787077e-07,0.0,0.0,0.0003158284814991,2.777171617777548e-08,0.0733537448205152,1.0487205160304016e-05,0.0,0.0,0.3129241597626147,2.3642137894069923e-05,4.643514586418189,0.0003556946229907,17.39830523661662,0.00194618853392,0.0,0.0,0.0007101008547846,7.376571161504068e-08,0.0023787523838224,2.8149060387415624e-07,1.1820006698421737,0.0001668186442129,63.319935858403895,0.0272077855274124,0.0,0.0,0.0010052199999999,3.894689760860811e-06,947.5406793401784,0.1062606025071109,7.679307583632122,0.0008788171937377
tallies_FLiBe_900K_Li07.5_U238_025.00kgm3_4e6x25,25.0,15.625808907682961,1.0685541264768093,0.0001553246895124,0.0996994060144122,1.913221699917265e-05,0.225991820666666,3.244629607925907e-05,0.0,0.0,0.0309044823188343,1.3149067990886212e-05,0.0,0.0,3.424254770839978e-05,1.904121107913465e-09,0.0065361572721229,3.8095642243677533e-07,0.0,0.0,0.000789779621783,7.171474425500995e-08,0.176367780648664,2.570593259124358e-05,0.0,0.0,0.3122944902277699,2.392241959773821e-05,4.63271985729649,0.0003636392365651,17.375999719312517,0.0019511410033535,0.0,0.0,0.0017708165980903,1.8803918356129206e-07,0.005934880056382,7.138170924585624e-07,1.168253532491221,0.0001744569065116,137.21280851240215,0.058380545894162,0.0,0.0,0.00100187,3.3223711412191985e-06,959.3871346023792,0.1148666114852425,19.149715192022757,0.0023190032723789
tallies_FLiBe_900K_Li07.5_U238_050.00kgm3_4e6x25,50.0,31.251617815365922,1.051805908102614,0.000156844380092,0.0990453782414713,1.925800780482532e-05,0.2253364984331183,3.211902651092501e-05,0.0,0.0,0.0528281719218533,1.9012775760068092e-05,0.0,0.0,6.864706028390269e-05,3.5674140936764324e-09,0.0131025931526154,7.12220346232997e-07,0.0,0.0,0.0015813545770866,1.318168439571115e-07,0.3387852844755398,4.0186517948958975e-05,0.0,0.0,0.3113714015999616,2.2696516206415345e-05,4.616999832327132,0.0003410966305357,17.348260075707543,0.0018248011339089,0.0,0.0,0.0035308985587695,3.769168313124978e-07,0.0118395908069607,1.4295101841222338e-06,1.1508512863440854,0.0001761023878969,234.55179618252004,0.0844148215375724,0.0,0.0,0.00099567,4.052435481699311e-06,979.210529746037,0.1170956206153764,38.18223130333198,0.004674211886223
tallies_FLiBe_900K_Li07.5_U238_075.00kgm3_4e6x25,75.0,46.877426723048885,1.038377560045676,0.0001425533401684,0.0983935990464548,1.927496845219372e-05,0.224689885124672,3.22033116830855e-05,0.0,0.0,0.0710799322821608,1.8767512500963893e-05,0.0,0.0,0.0001032115098975,5.734103228273319e-09,0.0196988882830088,1.1439776591903196e-06,0.0,0.0,0.0023756569023861,1.902780058878484e-07,0.4949814654721556,4.954789570863022e-05,0.0,0.0,0.3105144510122961,2.2933053064958463e-05,4.602492211645973,0.0003478943830069,17.325456956167187,0.0017953170332574,0.0,0.0,0.0052837656783359,5.66896878503331e-07,0.0177226476515725,2.161121087514662e-06,1.1367711590921308,0.0001618283086206,315.58778550911865,0.0833258772135938,0.0,0.0,0.0009962699999999,4.342880188693239e-06,998.999308531147,0.1174885139767446,57.13635092529428,0.0070249730531795
tallies_FLiBe_900K_Li07.5_U238_100.00kgm3_4e6x25,100.0,62.503235630731844,1.026928289925848,0.000138939102056,0.0977434228305641,1.7957279598852515e-05,0.2240432745997528,2.941286704897667e-05,0.0,0.0,0.0871960441863492,2.574376350451627e-05,0.0,0.0,0.0001379283711902,6.930961534132912e-09,0.0263236481369082,1.332719256689178e-06,0.0,0.0,0.0031732159187718,2.821987323398948e-07,0.6474809353863001,7.623534108044621e-05,0.0,0.0,0.3096966523524438,2.2793736041925603e-05,4.588719190151769,0.0003547069085615,17.305603304891402,0.0018308967011243,0.0,0.0,0.0070309517597153,7.060065405842641e-07,0.0235877326890366,2.7109343065601127e-06,1.124671712756412,0.0001568963816548,387.1417094305749,0.1142997334720277,0.0,0.0,0.00099033,3.95478929063797e-06,1018.7519166744964,0.1200175280361886,76.02897464300446,0.0088904256377617
tallies_FLiBe_900K_Li07.5_U238_150.00kgm3_4e6x25,150.0,93.75485344609777,1.0074650156954226,0.0001707031158627,0.0964505043325724,1.7426968969256634e-05,0.2227512857904947,3.048710790928032e-05,0.0,0.0,0.1157699167340114,3.372699675540253e-05,0.0,0.0,0.000207850054826,1.1450074219311928e-08,0.0396645175448919,2.3956325126491184e-06,0.0,0.0,0.0047793444573645,4.374481130273579e-07,0.94620514920787,0.0001101942018628,0.0,0.0,0.3081456068485838,2.537725114120365e-05,4.562749764338448,0.0003800482131441,17.273540939472234,0.0019766133868355,0.0,0.0,0.0105126012945297,1.0730391492019942e-06,0.0352745434757412,4.053489782647684e-06,1.1039155200279949,0.0001881300848319,514.0068438111218,0.1497444901277999,0.0,0.0,0.00098154,4.335384450463216e-06,1058.237058787667,0.1301159348918268,113.67743291699476,0.0133366148566165
