cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"U238(n,fis)","U238(n,fis)_stdev","U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr
11,3.2220940275408845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,6.44551281253312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,32.187206676600965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,6.467212360181645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,274.75464984357893,0.900647640381087,0.0008547242212277931,0.0020029654320690557,1.863701652383201e-06,0.902650605813156,0.0008565879228801763,0.0020029654320690557,0.008800190436065572,0.016092472912792248,2.1045101453820228e-05,71.43480740821471
23,26.83787735551467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,109.72634540888251,0.40562149024832006,0.00028066672911256915,0.00016662192365107564,8.071302364011072e-07,0.40578811217197114,0.00028147385934897026,0.00016662192365107564,0.0012730518998822701,0.0076901610462766475,8.298589863805604e-06,34.136777874719364
24,5.835728157614632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,6.8265783970616765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,24.224862873637658,0.09586984816629905,0.00041672943970996756,1.2262996264698214e-05,2.662009960324283e-07,0.09588211116256375,0.000416995640706,1.2262996264698214e-05,0.0001377163230365175,0.0018816474374536286,9.579721519881606e-06,8.352670408897271
26,2.652867129156608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,499.1809350423033,1.4021389787957061,0.0015521203900503299,0.0021818503519848297,2.937032884816736e-06,1.404320829147691,0.0015550574229351466,0.0021818503519848297,0.01021095865898436,0.025664281396522524,3.892341283750744e-05,113.92425569183135
