cell,flux,tbr,tbr_stdev,"Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr,U233_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","Th232(n,fis)","Th232(n,fis)_stdev"
11,2.342797011923469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,11.840425394668578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,11.319239695820556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,21.475455585400972,0.13246279292461094,8.127455532815502e-05,0.0011922125073010705,2.0611857156819837e-06,5.159146714957247,0.00891951682175408,0.11356085820472814,7.451170604394159e-05,0.01890193471988281,6.762849284213427e-06,2.81647223626807e-05,8.519476544888506e-09
22,28.771978570259648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,159.87115360447513,1.0508522302800034,0.000400241698308985,0.010686515199832033,1.0647193367706861e-05,46.24452389982456,0.04607436371462911,0.9697078682563,0.00035726272057385304,0.08114436202370344,4.2978977735131926e-05,0.00012122469387099711,5.7732433353894686e-08
23,0.012336359022815829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,235.63338622157116,1.1833150232046143,0.00048151625363714,0.011878727707133104,1.2708379083388845e-05,51.4036706147818,0.0549938805363832,1.0832687264610281,0.00043177442661779464,0.10004629674358625,4.974182701934535e-05,0.0001493894162336778,6.62519098987832e-08
