cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"U238(n,fis)","U238(n,fis)_stdev","U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr
11,5.393773040913459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,10.887146669930463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,54.67018201622741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,11.051054198377924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,551.1307299317884,0.3586666643465295,0.0003294115498613955,0.016605120991874413,1.2864041444616288e-05,0.3752717853384039,0.0003422755913060118,0.016605120991874413,2.708410509238049e-05,0.0008054291570967996,1.8933172921882257e-06,3.5753160517942675
23,63.956744647117475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,319.27288276702063,0.2820677550525491,0.0002780160264887329,0.001674918165192233,3.7080667358547937e-06,0.2837426732177413,0.0002817240932245877,0.001674918165192233,4.31260950777282e-06,0.0007457287439914715,2.242945728622761e-06,3.3103047303223585
24,27.694481430331876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,4.1880226426782645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,27.20930423809483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,22.93998188286654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,106.40421541831495,0.12244729399084706,0.00019888745305754072,0.00014491513643592583,1.036003540831815e-06,0.12259220912728298,0.00019992345659837255,0.00014491513643592583,5.200609530185819e-07,0.0003672236502631224,1.82392073508744e-06,1.6301130891719524
26,24.973382118566793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,2.326888350981029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,18.270456434144645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,1250.3692457873549,0.7631817133899257,0.0008063150294076692,0.018424954293502573,1.7608111721302895e-05,0.7816066676834282,0.0008239231411289721,0.018424954293502573,3.191677555317189e-05,0.0019183815513513936,5.960183755898426e-06,8.515733871288578
