cell,flux,tbr,tbr_stdev,"U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","U238(n,fis)","U238(n,fis)_stdev",heating [MW],heating_stdev,fisq [MW],fisq_stdev
11,3.0885616391660777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.940791868671777,0.06017178384765694,0.0,0.0
21,6.1747371406756155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.11744946049621,0.103555422405522,0.0,0.0
12,30.88963106820029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.706262694559804,0.07597038382576254,0.0,0.0
22,6.186743670376603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6457336755999,0.08279818990429745,0.0,0.0
31,272.5195789975663,0.7833686430420679,0.0021123342973477523,0.02821851471093947,0.00010771078522944612,125.28738115043059,0.4782251065050655,0.7816924305092335,0.0021064388668179937,0.00167621253283439,5.895430529758551e-06,0.01221360316620003,3.762226072230341e-05,667.8931734988577,1.3097697535766462,148.3326604805854,0.4157079151268012
23,28.01658479841761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.319585295683193,0.17027208299214722,0.0,0.0
32,122.96126467950366,0.41866710855399253,0.002084209932428383,0.0165254985512943,0.00010977980384517091,73.37155966236068,0.48741134208730735,0.418482788268184,0.00208112058548172,0.0001843202858084875,3.089346946662633e-06,0.0020455320952391257,1.7933151092907485e-05,200.92448746908167,0.7146390908839313,30.591691289851724,0.19173387107182507
24,10.515042241759977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.133314772332526,0.08575844243645436,0.0,0.0
41,1.7166012095395677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4682842706958954,0.03691344577986788,0.0,0.0
42,14.00581273901721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.217233764445933,0.1826357265270159,0.0,0.0
25,7.763373412421859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7946749251567033,0.05586272586497459,0.0,0.0
33,31.962323855701115,0.12423200685145487,0.0009174004614961335,0.00525904280146859,5.6149403638993656e-05,23.349623702858853,0.24929773261102178,0.12421466511928343,0.0009167630267834307,1.7341732171434716e-05,6.374347127026878e-07,0.0002569478343149315,5.4876928457497616e-06,48.4746532068165,0.345920022217301,5.208869472017508,0.06256432262540348
26,6.91792335921769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5596358573551954,0.06526645521372665,0.0,0.0
43,1.1232714585697037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.902984398102989,0.03163215119977899,0.0,0.0
44,8.205871361614923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.552649939790167,0.12305105681197216,0.0,0.0
total,552.0473216317481,1.3262677584475153,0.005113944691272269,0.05000305606370237,0.0002736399927136107,222.00856451565014,1.2149341812033947,1.324389883896701,0.005104322479083144,0.0018778745508143122,9.622212189123872e-06,0.014516083095754086,6.104310466096066e-05,1086.6509150976462,3.444216733487055,184.13322124245462,0.6700061088240298
