cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"U238(n,fis)","U238(n,fis)_stdev","U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr
11,3.0916661722639223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,6.183462645363888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,30.86339976764168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,6.191464937770778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,269.2293986843057,0.8100290115840194,0.0006223083491659647,0.0017955369820957883,2.0872048961947283e-06,0.8118245485661152,0.0006243955540621595,0.0017955369820957883,2.7184645330879428e-05,5.793077172240635e-05,9.30649985732168e-08,0.2571558481673594
23,26.94695925441771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,113.14727965697543,0.3917681308265058,0.00035126451059225625,0.00018130204484870352,5.668714275041961e-07,0.39194943287135453,0.00035183138201976043,0.00018130204484870352,4.315832789796803e-06,3.006083993143657e-05,4.516159353314469e-08,0.1334406664947272
24,6.102941396482754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,7.200871071381374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,26.08025441550442,0.09823125662133948,0.00034974450296383294,1.5634573979593665e-05,2.59929644578973e-07,0.09824689119531908,0.00035000443260841193,1.5634573979593665e-05,5.050976162612905e-07,7.91366790446107e-06,3.0226116823276094e-08,0.03512892926471037
26,2.9106635729104826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,497.94836157501817,1.3000283990318646,0.0013233173627220539,0.0019924736009240855,2.9140059682778976e-06,1.3020208726327889,0.0013262313686903317,0.0019924736009240855,3.200557573693752e-05,9.5905279558304e-05,1.684527089296376e-07,0.425725443926797
