cell,flux,tbr,tbr_stdev,"U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","U238(n,fis)","U238(n,fis)_stdev",heating [MW],heating_stdev,fisq [MW],fisq_stdev
11,3.11438902544316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.706688029783777,0.09052462602884477,0.0,0.0
21,6.217362474291699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.22155714081678,0.10477401182366043,0.0,0.0
12,30.96491343428264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.75419350557977,0.07281698987738111,0.0,0.0
22,6.222654157098059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.628488791598794,0.07829765258091076,0.0,0.0
31,271.3665850239591,0.8215520613857231,0.003142057242114823,0.0029287281852579646,1.5742094252311216e-05,13.003260029493145,0.06989332297956569,0.8197758584580122,0.0031359300834243103,0.0017762029277110145,6.127158690512819e-06,0.0013301903053780375,4.671995138023479e-06,536.3135213143491,0.8061460749808566,16.12166825288452,0.04839484129192013
23,27.3247010103099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.964723418865333,0.1302120837619065,0.0,0.0
32,119.05482293978568,0.42607823923649346,0.0023927055845842926,0.0016796022057879285,1.1565309001423655e-05,7.457265695705721,0.051348814486757606,0.42589728937925214,0.0023897447877348587,0.00018094985724132544,2.9607968494339697e-06,0.0002126062064916388,2.1963396572992748e-06,169.18309975583946,0.8350793439132311,3.1713109137335653,0.025008815619196708
24,10.257057472462806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.81209145075653,0.06918973611975412,0.0,0.0
41,1.691842612330885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3742998993941873,0.04360909235513158,0.0,0.0
42,13.825599790971095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.615854908372459,0.1694468817293701,0.0,0.0
25,7.589704905962598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5494145002904185,0.058290919602430644,0.0,0.0
33,30.872924802641116,0.12539457154975395,0.0012226788634741544,0.0005291469495163223,8.116541688790474e-06,2.3493594977533805,0.036036632778288294,0.12537932702417356,0.001221878167199451,1.5244525580386221e-05,8.006962747034391e-07,2.4305006416540058e-05,6.522471601060893e-07,42.24822331817945,0.38462845178255844,0.5090018603130445,0.007854467924313345
26,6.749612692023106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.287870171145576,0.047194390975589307,0.0,0.0
43,1.0836511495286447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8119770837987758,0.028046255899631518,0.0,0.0
44,7.9304325049950535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.889199572244863,0.1108281868095521,0.0,0.0
total,544.2662539960857,1.3730248721719704,0.00675744169017327,0.005137477340562215,3.542394494252534e-05,22.809885222952246,0.15727877024461157,1.3710524748614379,0.00674755303835862,0.001972397310532726,9.888651814650227e-06,0.0015671015182862165,7.520581955428844e-06,913.3612028610153,3.029084698240809,19.801981026931127,0.08125812483543018
