filename,fertile_kg/m3,fertile_mt,"Li6(n,t)","Li6(n,t)_sd","Li7(n,Xt)","Li7(n,Xt)_sd","Be9(n,2n)","Be9(n,2n)_sd","Pb(n,2n)","Pb(n,2n)_sd","U238(n,g)","U238(n,g)_sd","Th232(n,g)","Th232(n,g)_sd","U235(n,inel)","U235(n,inel)_sd","U238(n,inel)","U238(n,inel)_sd","Th232(n,inel)","Th232(n,inel)_sd","U235(n,el)","U235(n,el)_sd","U238(n,el)","U238(n,el)_sd","Th232(n,el)","Th232(n,el)_sd","Li6(n,el)","Li6(n,el)_sd","Li7(n,el)","Li7(n,el)_sd","Be9(n,el)","Be9(n,el)_sd","Pb(n,el)","Pb(n,el)_sd","tot(n,fis)","tot(n,fis)_sd","tot(n,nufis)","tot(n,nufis)_sd",tbr,tbr_sd,Pu239_kg/yr,Pu239_kg/yr_sd,U233_kg/yr,U233_kg/yr_sd,leak [n/src-n],leak_sd,heat [MW],heat_sd,fisq [MW],fisq_sd
tallies_FLiBe_900K_Li07.5_Th232_000.00kgm3_4e6x25,0.0,0.0,1.0939490611922522,0.0001147007114216,0.1003595090303065,1.868979760799691e-05,0.2266479136075793,3.1520474953017545e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3134100833348364,2.1260532262964355e-05,4.65186475506269,0.0003115633434449,17.41775042815172,0.0017625607001722,0.0,0.0,0.0,0.0,0.0,0.0,1.1943085702225589,0.0001333905090296,0.0,0.0,0.0,0.0,0.00100846,3.603287850466416e-06,939.7026093350396,0.0990681205142109,0.0,0.0
tallies_FLiBe_900K_Li07.5_Th232_000.10kgm3_4e6x25,0.1,0.06179975454670223,1.093831903029894,0.00011488104224,0.1003565066594356,1.86792176777276e-05,0.2266445064857972,3.1470006747319536e-05,0.0,0.0,0.0,0.0,0.0001255993737193,3.6426259825991925e-08,0.0,0.0,0.0,0.0,2.5550661537423624e-05,1.5562705118845071e-09,0.0,0.0,0.0,0.0,0.0006711563706976,8.158143679507785e-08,0.31340171715536,2.127169400604599e-05,4.651729905219204,0.000312607335979,17.41731933106111,0.0017805888790902,0.0,0.0,1.49545012350452e-06,2.1590029729535638e-10,4.974364988666549e-06,7.635135053135591e-10,1.1941884096893296,0.0001335602599178,0.0,0.0,0.543622931102353,0.0001576612171646,0.00100833,3.535908652665988e-06,939.7144074981442,0.098741734400872,0.0153006719192227,2.193162407648937e-06
tallies_FLiBe_900K_Li07.5_Th232_000.50kgm3_4e6x25,0.5,0.3089987727335112,1.0933842314832125,0.000110437788876,0.1003447689748375,1.8656356092879503e-05,0.2266312557635549,3.181105050680839e-05,0.0,0.0,0.0,0.0,0.0006263551139445,1.868517431624577e-07,0.0,0.0,0.0,0.0,0.0001277507275222,7.827630768246575e-09,0.0,0.0,0.0,0.0,0.0033535584812631,4.1182154221590846e-07,0.3133667571200437,2.108447212553535e-05,4.651169214933484,0.0003068755483692,17.415904401253872,0.0017544828222552,0.0,0.0,7.476988856690851e-06,1.0808037409573651e-09,2.487102547745016e-05,3.815894763991845e-09,1.19372900045805,0.0001290941449689,0.0,0.0,2.7110087643781293,0.000808737251561,0.00100726,3.628661369338783e-06,939.768794214058,0.0966455419338431,0.0765006532629991,1.0981613821904026e-05
tallies_FLiBe_900K_Li07.5_Th232_001.00kgm3_4e6x25,1.0,0.6179975454670223,1.092827638459932,0.0001132143691096,0.1003310573690675,1.8775415215739272e-05,0.226615875204404,3.180418664102178e-05,0.0,0.0,0.0,0.0,0.0012488284910059,3.855231238620098e-07,0.0,0.0,0.0,0.0,0.0002554993725109,1.5394262483348998e-08,0.0,0.0,0.0,0.0,0.0067016756693254,8.199682800163044e-07,0.3133251278548746,2.0697271604232108e-05,4.65049424707801,0.0003029624628323,17.414180873606412,0.0017684027693608,0.0,0.0,1.49534417471799e-05,2.1693356610557517e-09,4.9740368764400365e-05,7.663141204356536e-09,1.1931586958289997,0.0001319897843253,0.0,0.0,5.405216480154668,0.0016686326085506,0.00100682,3.4847142398347564e-06,939.8417200106312,0.097548439490207,0.1529957835937346,2.2039190379829357e-05
tallies_FLiBe_900K_Li07.5_Th232_010.00kgm3_4e6x25,10.0,6.179975454670222,1.0833142950265593,0.0001419312868616,0.1000732778516497,1.849869736923818e-05,0.2263355780596249,3.232844883532349e-05,0.0,0.0,0.0,0.0,0.0118773231561093,4.046021663545081e-06,0.0,0.0,0.0,0.0,0.0025542936232821,1.5313725438313389e-07,0.0,0.0,0.0,0.0,0.0661656670489814,8.38945963205362e-06,0.3125767153019327,2.3083820905627995e-05,4.638315673399575,0.0003518242641868,17.38281232992461,0.0019086614949748,0.0,0.0,0.0001494275282149,2.1293718608801296e-08,0.0004970696213011,7.570866605201174e-08,1.1833875728782093,0.0001604299842308,0.0,0.0,51.40778203403217,0.0175121108561831,0.00100046,3.638271109560472e-06,941.0748446919288,0.1025523799497266,1.5288557848891082,0.0002161313975598
tallies_FLiBe_900K_Li07.5_Th232_025.00kgm3_4e6x25,25.0,15.449938636675556,1.0693296711359486,0.0001606597674603,0.0996486618602344,1.852937593064933e-05,0.2258690825572978,3.3266486736564705e-05,0.0,0.0,0.0,0.0,0.0277584169694786,7.674226148109223e-06,0.0,0.0,0.0,0.0,0.0063825223536141,3.7453707395670507e-07,0.0,0.0,0.0,0.0,0.1627560924538406,1.862356442089005e-05,0.3113726073937863,2.440496952853038e-05,4.618876437180795,0.0003719318838925,17.333432901099822,0.0020498524573836,0.0,0.0,0.000373132317523,5.228264038047842e-08,0.0012413112929106,1.8689915062094379e-07,1.168978332996183,0.0001791891433909,0.0,0.0,120.14480286685956,0.03321581301751,0.00099219,3.6513490657560304e-06,943.200403401067,0.1103409160531673,3.817638369460196,0.0005302543181432
tallies_FLiBe_900K_Li07.5_Th232_050.00kgm3_4e6x25,50.0,30.899877273351112,1.049255181836871,0.0001398353907847,0.0989421000163126,1.8638968190846906e-05,0.2250895125828339,3.312438361219128e-05,0.0,0.0,0.0,0.0,0.0508738650959275,1.2421295654827674e-05,0.0,0.0,0.0,0.0,0.0127555584459614,7.24139060035313e-07,0.0,0.0,0.0,0.0,0.3191344524356384,2.9341885793080635e-05,0.3094751878541917,2.355150458164728e-05,4.588298006676646,0.0003649778880189,17.25741015393087,0.0018680344734604,0.0,0.0,0.0007448109603103,1.0813297238143857e-07,0.0024780781745841,3.842867739321185e-07,1.1481972818531836,0.0001584743589756,0.0,0.0,220.1937704065054,0.0537622199220202,0.00097927,3.678907219997023e-06,946.8098939215585,0.1076306110601273,7.620289508724855,0.0010974290148171
tallies_FLiBe_900K_Li07.5_Th232_075.00kgm3_4e6x25,75.0,46.34981591002667,1.0314601082672268,0.000124818476454,0.098241744480939,1.8477830380887098e-05,0.2243202857298052,3.1834385264632744e-05,0.0,0.0,0.0,0.0,0.071218999015515,1.6368367710037742e-05,0.0,0.0,0.0,0.0,0.0191186231607338,1.010456549930193e-06,0.0,0.0,0.0,0.0,0.4715746848854387,3.755347360481487e-05,0.307638526138872,2.1560639638558716e-05,4.558853158969036,0.0003312878665693,17.18632056364373,0.0016947308665594,0.0,0.0,0.0011150541285322,1.5902228857287696e-07,0.0037103745090166,5.700801336610196e-07,1.129701852748166,0.0001432963068349,0.0,0.0,308.25218190584826,0.0708460541513253,0.0009671899999999,4.380051369563629e-06,950.3816757553624,0.0998583317490508,11.408134051433311,0.0016116888547285
tallies_FLiBe_900K_Li07.5_Th232_100.00kgm3_4e6x25,100.0,61.799754546702225,1.0156751373114137,0.000113349422819,0.0975431828738297,1.7904531757461845e-05,0.2235522345806489,3.11372920785698e-05,0.0,0.0,0.0,0.0,0.0896632541635097,2.4876000183622232e-05,0.0,0.0,0.0,0.0,0.0254719276639559,1.3924263097089046e-06,0.0,0.0,0.0,0.0,0.6212804251345048,4.1818722987906175e-05,0.3058653390894361,1.8024876692080865e-05,4.530546673624153,0.0002626826060546,17.11935408299628,0.0015225467894671,0.0,0.0,0.0014838719810433,2.068419415895527e-07,0.0049382256422071,7.372382997426412e-07,1.1132183201852432,0.0001312539545764,0.0,0.0,388.0831535789961,0.1076690411223182,0.00095623,4.550295777929765e-06,954.0236239081088,0.0910575039471836,15.181279390153676,0.0020984869044645
tallies_FLiBe_900K_Li07.5_Th232_150.00kgm3_4e6x25,150.0,92.69963182005334,0.9878817062804042,0.0001420758837363,0.0961519786943762,1.765269272535365e-05,0.2220266518149664,3.0435071721924504e-05,0.0,0.0,0.0,0.0,0.1225801450342742,2.529344144277229e-05,0.0,0.0,0.0,0.0,0.0381511643457858,2.4540350510167995e-06,0.0,0.0,0.0,0.0,0.9147254840767506,7.933252787408413e-05,0.3024392226897897,2.400368280353059e-05,4.476107792984924,0.0003489373092411,16.992962443663146,0.0017869293496573,0.0,0.0,0.0022172532163489,3.175165182789165e-07,0.0073805331120297,1.1241878735132498e-06,1.0840336849747805,0.0001597285764616,0.0,0.0,530.5550160416993,0.1094758227498232,0.0009337999999999,3.7607069370881256e-06,961.3580563584604,0.1057931954134588,22.683745453170104,0.0032247436664574
tallies_FLiBe_900K_Li07.5_Th232_250.00kgm3_4e6x25,250.0,154.49938636675557,0.9414171998514812,0.0001254456509264,0.0933963577784971,1.7128165757155624e-05,0.2190050095023629,3.0134069340277443e-05,0.0,0.0,0.0,0.0,0.178503332173827,3.481623660160102e-05,0.0,0.0,0.0,0.0,0.0634015582123103,3.88976715947807e-06,0.0,0.0,0.0,0.0,1.4858985530114663,0.0001301804612047,0.2959141890257638,2.2914153351929887e-05,4.373010983005897,0.0003182196285269,16.7646736243411,0.0017373633905993,0.0,0.0,0.0036669327135416,5.120397898344613e-07,0.0122117436725067,1.8359556891167984e-06,1.0348135576299784,0.0001425738166836,0.0,0.0,772.6034117393251,0.1506926669364696,0.0008935299999999,4.114185824680343e-06,976.056953537462,0.1115830417332481,37.512553036871374,0.0051909652888429
