cell,flux,tbr,tbr_stdev,"U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","U238(n,fis)","U238(n,fis)_stdev",heating [MW],heating_stdev,fisq [MW],fisq_stdev
11,2.988450087491358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.309343325713442,0.33687195118974506,0.0,0.0
21,5.9921687685743406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.61880537221901,0.2615474964082863,0.0,0.0
12,29.977600849909646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.449926605481544,0.23497864936144863,0.0,0.0
22,6.027308772876699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.904759318449166,0.2819409893728488,0.0,0.0
31,275.58053076665465,0.6790804319358791,0.009769813799455745,0.09896793461357378,0.001642647020700887,439.40772477280046,7.293188372469075,0.6776731779345003,0.009753291120707094,0.0014072540013787163,1.6522678748651392e-05,0.038093319484736016,0.0004070332323851622,981.5913150004204,7.3904552469111255,465.9673477372758,4.3385528495537145
23,28.759053234300175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.820247677562918,0.45000926487434456,0.0,0.0
32,130.76479570772415,0.38505413680058875,0.005338652405205314,0.061007306069243886,0.000960543251107466,270.8663332126124,4.264715901801916,0.384868904125072,0.005333095120480973,0.00018523267551673773,5.55728472434108e-06,0.006970835848661757,0.0001534904846358092,284.6515390902782,3.9003988167182455,105.92256592168758,1.845093486276096
24,11.091716941404204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.987598974806273,0.2969672668068211,0.0,0.0
41,1.8205053177158967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0318669336168846,0.16258173765968253,0.0,0.0
42,14.190960582090385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.715196231542084,0.798282818909308,0.0,0.0
25,8.518714699233536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.924914324869895,0.2218996860512576,0.0,0.0
33,35.420480106598326,0.12243866601573168,0.003252236959781983,0.02031242208653742,0.000700063580180574,90.18512115585803,3.1082122322198766,0.12242099278470166,0.0032504361526523003,1.7673231030023368e-05,1.8008071296827074e-06,0.0009581423061169912,6.0273518078042554e-05,67.57603484553508,1.7983563892535577,19.935489434986465,0.7517176263265741
26,7.569460727979674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0106160696052346,0.21879052171796678,0.0,0.0
43,1.2760348092672005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.084872967862527,0.07742097481691324,0.0,0.0
44,9.11325791406362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3630278213541285,0.46542297765889806,0.0,0.0
total,569.091039285884,1.1865732347521996,0.01836070316444304,0.18028766276935507,0.0033032538519889272,800.4591791412709,14.666116506490868,1.184963074844274,0.018336822393840366,0.0016101599079254773,2.388077060267518e-05,0.046022297639514764,0.000620797235099014,1514.0400645593168,16.89592478771045,591.82540309395,6.9353639621563845
