fertile_kgm3,void_cell,cellfrom,leakage,leakage_stdev
4000,99,"[22, 23]",0.09653905203412434,0.0004365276487038959
4000,98,[23],0.015211207220050342,0.000138173182658552
4000,total,,0.11175025925417469,0.00045787358133981214
