cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"Th232(n,fis)","Th232(n,fis)_stdev","Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr
11,3.0849624721887583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,6.168905227433127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,30.794169857665462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,6.18283970574123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,269.02546232136916,0.8092177043124726,0.0008655173741724087,0.0017941512107283405,2.0845721802105807e-06,0.811011855523201,0.0008676019463526193,0.0017941512107283405,4.46299988229699e-05,0.00044893434463714316,6.145854081007474e-07,1.94270579714805
23,26.953179804546913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,113.12360665714509,0.3915761064968875,0.00032429951523822107,0.00018121553378072763,5.618573263000668e-07,0.39175732203066826,0.00032486137256452114,0.00018121553378072763,6.507397350055502e-06,0.00023080730521846536,2.3698914852533903e-07,0.9987890105276961
24,6.092755385640949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,7.187288886365005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,26.040784304406703,0.09805471837258141,0.00025432741892883747,1.5626755322816387e-05,2.514308471327627e-07,0.09807034512790423,0.00025457884977597023,1.5626755322816387e-05,7.237558068830906e-07,6.0273082658633434e-05,1.5613932688905328e-07,0.2608240347206061
26,2.8960715033443956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,497.5500261258468,1.2988485291819416,0.0014441443083394673,0.0019909934998318846,2.89786035364341e-06,1.3008395226817735,0.0014470421686931106,0.0019909934998318846,5.186115197990849e-05,0.000740014732514242,1.0077138835151396e-06,3.202318842396352
