kg_fertile_per_m3_breeder,N_fertile_atom_per_b_cm,sigma_bg,I_infinite_b,I_eff_b,I_eff_over_I_infinite,R_I,R_F,R_per_source_neutron,k_inf,M_subcrit
0.0,0.0,inf,4.256105997056245,4.256105997056245,1.0,0.0,0.0,0.0,0.0,1.0
0.1,1.2792475201026048e-07,3308273.7250424554,4.256105997056245,4.253847746078627,0.9994694091314501,3.2994410235272865e-05,2.2255980851513835e-06,3.522000832042425e-05,8.249736192902269e-06,1.0000082498042517
0.5,6.395697819283063e-07,661682.9388602052,4.256105997056245,4.244869421740533,0.99735989298117,0.00016461539427806233,1.1127418495972135e-05,0.00017574281277403446,4.124598445447987e-05,1.0000412476857559
1,1.279004644169627e-06,330859.0905874239,4.256105997056245,4.233767716460095,0.9947514745611128,0.0003283486496409186,2.225340737246911e-05,0.0003506020570133877,8.248524572045148e-05,1.0000824920500975
10,1.2765809475527873e-05,33117.62714192089,4.256105997056245,4.054017796668533,0.952518052762904,0.0031404518220182077,0.00022227713737486927,0.003362728959393077,0.0008236732127647609,1.0008243522095976
25,3.181404504228201e-05,13268.196245554018,4.256105997056245,3.8171459415761118,0.896863457868826,0.007378211604313613,0.0005546265461324711,0.007932838150446084,0.0020545287967801773,1.0020587585755591
50,6.329595852870966e-05,6651.719280098391,4.256105997056245,3.5279919445490826,0.8289248310519601,0.013595203500679052,0.0011057232422995633,0.014700926742978616,0.0040945365046572806,1.0041113706619167
75,9.445091452064005e-05,4446.226958279851,4.256105997056245,3.3160757917477697,0.7791337419794874,0.01910721937317948,0.0016533368759456683,0.020760556249125147,0.006121290469374587,1.006158991445008
100,0.0001252839801635088,3343.480797370579,4.256105997056245,3.1509234038646357,0.7403301059804398,0.024131334048236457,0.002197514737189311,0.026328848785425768,0.008135564807996988,1.0082022951114507
150,0.00018600419080444183,2240.7346364613086,4.256105997056245,2.9048991692891426,0.6825250995389516,0.033162991147586335,0.0032757514600742265,0.036438742607660564,0.012128722496397341,1.012277634518383
250,0.0003037936404335111,1358.5377077338921,4.256105997056245,2.5878536237827827,0.6080331705960056,0.048639034273817924,0.005393038818751538,0.054032073092569466,0.019982785705187626,1.0203902394914222
500,0.0005785958748324087,696.8900111883293,4.256105997056245,2.174701893340964,0.5109604635892777,0.0793808664985862,0.010473803295187507,0.0898546697937737,0.03892010540064283,1.0404962226546912
750,0.0008283677294193332,476.3407790064752,4.256105997056245,1.9522379875900286,0.458691110827668,0.10397425782029314,0.015282041700999817,0.11925629952129296,0.056959457936229474,1.0603997976710293
999.99,0.0010563713576681015,366.06947118711344,4.256105997056245,1.8050330897371738,0.42410435524529533,0.12487582316466801,0.019850959665816036,0.14472678283048404,0.0741861301628195,1.0801307180414854
2000,0.001799265147477304,200.65423877915734,4.256105997056245,1.4898581139369103,0.35005192891515796,0.18814577741052319,0.03623580183678819,0.2243815792473114,0.1361350291019329,1.157588319573148
3000,0.002350174722870792,145.51693073369375,4.256105997056245,1.3329628977886954,0.31318836953559076,0.234183527169579,0.05041114853854419,0.2845946757081232,0.18892291603397393,1.2329284352483165
4000,0.0027750090043701333,117.94827671096202,4.256105997056245,1.234558135013892,0.29006752554278015,0.2713384385334252,0.0630649544721852,0.3344033930056104,0.23446529743997507,1.3062765105956653
