cell,flux,tbr,tbr_stdev,"Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr,U233_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","Th232(n,fis)","Th232(n,fis)_stdev"
11,2.3709486208013755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,11.965409497408638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,11.421611368554855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,21.623012012955165,0.11246097969443063,7.011288363834626e-05,0.03414787655617073,3.727841439135784e-05,147.7705560700383,0.1613175570363487,0.09555608824427052,6.433515203853135e-05,0.016904891450160112,5.777731599814911e-06,0.0013989420026361502,4.453039256376599e-07
22,28.991535620354757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,157.18184723394796,0.8260199690126316,0.0003861352630054121,0.255372874340537,0.00012066711122479881,1105.0933601810136,0.5221714473438174,0.7562572739766074,0.000350425456151733,0.06976269503602432,3.570980685367913e-05,0.005795032121492853,2.6336404503577288e-06
23,0.009794053510581095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,233.56415840753334,0.9384809487070622,0.00045624814664375836,0.28952075089670776,0.00015794552561615666,1252.863916251052,0.683489004380166,0.8518133622208779,0.00041476060819026434,0.08666758648618443,4.148753845349404e-05,0.007193974124129004,3.0789443759953887e-06
