x,y,z
1.545787334110635403e-01,-6.612260008500692177e-01,8.388600770949644811e+02
-2.222477626605199319e-01,-7.116461314365111201e-01,9.110882663939718213e+02
3.579979140532915105e-01,-1.632646704025140227e-01,8.343761046170874351e+02
2.474147270600085546e-01,3.550281511248073452e-01,8.829413793926504468e+02
-3.351846271311070824e-01,1.836326522746456469e-03,8.943805056241691318e+02
1.709287691856423708e-01,-3.052930558481498080e-01,8.569416988240431010e+02
1.599587737841925428e-01,-5.148498475624989634e-01,9.075922380556604594e+02
-1.024487832552543054e-01,4.196377919932414713e-02,9.074713134109964585e+02
-7.137016502266235740e-02,-4.808227691807208104e-01,8.599995525729941619e+02
9.707452172964770032e-02,-6.759574248244544226e-01,9.004219764439551454e+02
1.994746889071237206e-01,6.106744927119100996e-02,8.429761785520864805e+02
-4.403192074533968103e-02,2.669895891425227985e-01,8.489826914003834872e+02
-4.853619123528225554e-01,-4.070587657826776340e-01,8.966408816985185695e+02
2.586381888964889297e-01,-6.183295772365224874e-01,8.864218808115614365e+02
-4.946743029353490306e-01,1.005630575253783077e-01,8.907630460494664248e+02
-1.260496243880333544e-01,-1.919278978429134197e-01,8.399679349264748680e+02
4.826595754586188169e-01,-2.202826424306991715e-01,8.655635666554193222e+02
-4.684735256702833861e-01,4.960444764530044237e-01,8.806567583464249083e+02
1.652705147112825124e-01,-6.854053291266894998e-01,8.785948289180889788e+02
3.747542506585562760e-01,-2.119080116543209380e-01,8.726300514533430714e+02
5.726938771291268937e-01,-5.692518259503337452e-01,8.442763199546816395e+02
-4.396605798642336249e-01,-4.844860915765307752e-01,8.666161839525699406e+02
-6.735103157638460125e-01,-3.914276193529687697e-01,8.817096159843910073e+02
-5.449445238074293041e-01,-8.399563681781385682e-02,9.066190022604714613e+02
-6.332675804318859125e-01,-9.171812138891566324e-02,8.935196833062564110e+02
-2.855429311313789631e-01,-2.462022443113409675e-02,8.865751212752285255e+02
-1.044012257427783252e-01,-6.573620727842659495e-01,8.641839750967270675e+02
-3.655834495363214920e-01,-5.228660938150166970e-01,8.560881269326334859e+02
-4.456164286643666261e-01,-4.712838880978399980e-01,8.855386992359640317e+02
-1.981769809623901146e-02,6.079210781522342844e-01,8.669896705940947186e+02
-4.316637133327742570e-01,-3.678499827479060347e-01,8.848134573470414352e+02
5.032959201997909693e-01,2.345340971997281754e-01,8.384898357075597914e+02
5.591712276443315810e-01,2.554847416090980650e-01,8.727014367622651889e+02
5.913040372237198250e-01,-6.382357117895134380e-01,8.458253182852696455e+02
-1.813679174920932446e-01,8.788565133243253502e-02,8.679625773903334220e+02
1.044837050536185918e-01,-6.797570018374592404e-01,8.577303284570169808e+02
-2.390722953063616485e-01,-3.605133270971262460e-01,8.755319537908067105e+02
5.137685256469414208e-01,6.015296619209947737e-01,9.059425596587307155e+02
-3.227337319938642368e-01,-6.106055899303352019e-01,8.616306741481427025e+02
5.613571971008340933e-01,-3.849294158251683751e-01,8.642679554799477728e+02
4.174385133481580690e-01,-1.353049367238267076e-01,8.780153170630715067e+02
1.200616533945142450e-02,4.473683260052752075e-02,8.485275114909719605e+02
-3.690605191228268356e-01,-4.008281308037923707e-01,8.671177095065335152e+02
3.993776310744442393e-01,-3.066387649025706374e-01,8.590902278701503292e+02
-6.228614990649210537e-01,9.239457583733567958e-02,8.625729589494945913e+02
-6.339703166785023436e-01,9.070654458799642939e-02,8.451612308447403166e+02
7.063158362215199437e-01,5.990254816989303288e-01,8.876449910447552156e+02
4.588095812401972173e-01,-5.674784827291327050e-01,8.644654211223719358e+02
-6.813843997291620935e-01,-3.186921480060371237e-01,9.106788978587808288e+02
-7.004521504841929591e-01,2.474719133538701987e-01,9.019603352628362245e+02
-1.359200440882286642e-01,-1.254313188869596862e-01,8.894129260759298177e+02
-3.137073917059451933e-02,-1.939051335289548872e-01,8.622109597321613137e+02
3.788955630215818937e-01,-6.047452086755897849e-01,8.952306183113959150e+02
4.133519884270534517e-01,-5.572578853227535545e-01,9.055247598990988536e+02
2.777271178156727194e-01,3.013311034891238416e-01,9.055881947180572524e+02
3.353188321035202035e-01,5.435847406936086257e-01,8.868782175362923681e+02
1.265628423745568387e-01,-4.102150389993363677e-01,8.999019694460937444e+02
-4.156347767914470581e-01,-6.834179054687719024e-01,8.706076655798107140e+02
-1.184350090452068738e-02,-4.935636564201484333e-02,8.624030894400567604e+02
1.418239823922051723e-02,-5.819046818168351898e-01,8.982018517466790399e+02
2.047277244382250672e-03,3.770073646813726365e-01,8.995003856315684061e+02
-3.794352133072486644e-01,-6.387834729132844114e-01,8.390181594785366315e+02
3.726285415161544323e-01,-7.095172442023950365e-01,9.030014874990555427e+02
6.906123448386783936e-01,1.627074525928632331e-01,8.497137972806914377e+02
-5.703318626155369220e-01,-2.576133553007942112e-01,8.557169046044390370e+02
1.692734681990865075e-01,2.879500235884943082e-01,8.598840577305948045e+02
9.320083363227615880e-02,5.006533182086247979e-02,8.699283006950719255e+02
-2.696593847218721196e-01,6.351114352488175241e-01,8.975196007766120374e+02
3.416363882290675003e-01,6.484134301300957803e-01,8.534593874725331943e+02
-2.733425269961913262e-01,-2.909892656536580136e-01,8.455357332215406814e+02
2.741453144508121387e-02,-2.889618209709187147e-01,8.551636064904095065e+02
-2.749784948847052712e-01,2.024242628219389273e-01,9.003877525474811137e+02
1.902687477791931148e-02,2.763611349164846187e-01,8.393613235431689645e+02
-2.583857876599977565e-01,9.172365440307728157e-02,8.442449740442639268e+02
2.608468390257686620e-01,4.282713058923937055e-02,8.645019737399547921e+02
5.089276216408374909e-01,-6.651676963679924448e-01,8.817559263609635991e+02
-7.112578909950406647e-01,1.832825190822792161e-01,8.728437373477460142e+02
-6.042584649426238075e-01,2.387626998476061191e-01,8.955768883732229142e+02
-5.710027563657574801e-01,4.404292738267657770e-01,8.610870153591530425e+02
4.220885364647878335e-01,6.375688090715353473e-01,8.667251191416836491e+02
4.872419339214876244e-01,1.690482343298790324e-01,8.923970904462534008e+02
-2.156406086462711036e-01,-5.993813924131319304e-01,8.943559490235816156e+02
-6.535582306698228816e-01,-6.700301822104591798e-01,8.586616303184778189e+02
-4.356682271911860305e-02,-6.817504939180082379e-01,9.066055887187270628e+02
6.400695842656570766e-01,-9.576141927806802734e-02,8.582740228050781752e+02
-2.636100711482544101e-01,4.200219586231720426e-01,8.442033860295548493e+02
-5.561613304703616478e-01,1.792558490183032704e-01,8.534898610258525196e+02
1.501637545949444652e-01,6.561185056274633220e-01,8.423145357158232400e+02
-6.027834887925004326e-01,4.245837855072246425e-01,8.760791696552345229e+02
5.547368370857194142e-01,-1.957383355085636767e-01,9.031034017215466747e+02
-4.951600514696514188e-01,-8.614288934157943167e-03,8.479971372373084932e+02
-4.588513376305849434e-01,-2.883077146831518611e-01,8.755389891778937681e+02
5.043887316593299586e-01,-3.005496757429587662e-01,8.437922656396774528e+02
1.257500744176232033e-01,1.284567034512592576e-01,8.951434931593065585e+02
-4.477479882969739866e-01,-2.360945193116674723e-01,9.065144684202676899e+02
-3.200632706824793616e-01,4.269991413500183741e-01,8.408286835350368165e+02
5.289244822301774063e-01,-3.854565835221004377e-01,9.016512237945690913e+02
5.225645173278751221e-01,-6.472806430463863281e-01,8.808867651704648551e+02
-6.198177577213674905e-01,4.476010386065848445e-01,8.864559441379394684e+02
-4.395975411754599604e-01,1.858960130381839271e-01,8.475483707172367076e+02
-1.403551981062817200e-01,-5.330184057289358845e-01,8.831531871656633257e+02
5.042591346912282946e-01,-4.997964440493570248e-01,8.396095520308767846e+02
-2.296465141883659022e-01,3.759650352231990178e-01,8.885112715398348655e+02
-4.201419780438554463e-01,6.166861799353667850e-01,9.034166253707411443e+02
-3.328406307966967903e-01,-3.350669808336644850e-01,8.511884162938927147e+02
-3.475052891738955041e-01,5.330850751515026076e-02,8.493572937885298870e+02
3.572364822663031125e-01,5.127139944172359742e-01,8.775672296555194407e+02
-3.415459372645920921e-01,3.241533282098408852e-01,8.861049318680740043e+02
5.653733138412221360e-01,5.358331265366226281e-01,9.093988918449946368e+02
-1.916985663226721259e-01,-7.103883895623952505e-02,8.777009152775108305e+02
-6.837175537727975261e-01,1.920086570284686989e-01,8.526362033298402139e+02
-4.434012327319136748e-02,6.465217227640259745e-01,8.586587382976155141e+02
-4.905120109505319292e-01,-1.600581952549938736e-01,8.958002083035630676e+02
-5.742448379647455692e-01,-7.070028333088347328e-01,8.953061078089154989e+02
