x,y,z
5.731521844454984249e-01,5.858657649067920969e-01,8.839866414484605457e+02
2.238872718523775562e-01,5.785242818178987223e-01,8.680050599406245055e+02
3.859588257089984209e-01,5.995451083867010533e-01,8.678280436616713587e+02
-4.453294259871221072e-01,1.517659294322903918e-03,8.660437761846289959e+02
5.482656382429107467e-02,2.506582732347922837e-01,8.558989502460267431e+02
-3.417534689762306566e-01,1.453684172679570175e-02,8.929980210973567409e+02
-4.934605814351913367e-01,-6.444306586036405715e-01,8.506283444666674995e+02
1.844496927899550442e-01,1.892104108572068011e-01,8.714672097937030912e+02
2.992744899122105062e-01,-5.226693005596333430e-01,8.356164519150568140e+02
-2.204340309689459820e-01,-1.926659798036178817e-01,8.492261879786237841e+02
-1.699640454529216527e-02,7.317661877226833145e-02,8.396070283411468154e+02
7.189369598501288428e-01,-2.168266419893681851e-01,9.068159325016138155e+02
-4.469576847717150470e-01,-2.501575099414884429e-01,8.479866922699219458e+02
6.705448706056184038e-01,1.231348196906441039e-01,8.900264731975408949e+02
-3.544809962613536536e-01,-1.330137738814798354e-01,8.772468063632946951e+02
-4.161864240785030922e-01,6.554877443067653742e-01,9.006476530494675217e+02
-7.241375236986486996e-01,-2.212280883584258895e-01,9.055926075543732168e+02
6.608833525570511069e-01,-5.284915152809159800e-01,8.418734777665953288e+02
-1.861162039546425673e-01,-5.291741373807299365e-01,8.831707527313502624e+02
4.349831211704587863e-01,-1.320124367093172824e-01,8.937376494378604548e+02
-1.128894578999863896e-01,-2.728169207921204986e-02,8.604182817339506073e+02
-7.073851233259450533e-01,-6.434586642123278910e-01,8.887526322277816462e+02
-6.616980022208663881e-01,-5.873285515975106286e-01,8.346499899405081351e+02
2.794773228423171885e-01,5.245688458513558805e-01,8.571556589434065927e+02
1.741444068612582052e-01,-2.277762358566048917e-01,8.807155696448062372e+02
-3.072157172833649974e-01,-6.999715587269250694e-02,8.777986930012764333e+02
-5.210774092215346709e-01,-2.808493058220780103e-01,8.531530138174507556e+02
2.922627033762914550e-02,2.904722992250626801e-01,8.497497691039205847e+02
2.684444783847005356e-01,6.460816021694003597e-01,8.720104874047661951e+02
-7.019148167325334198e-01,1.786751203983127922e-02,9.106395151371924612e+02
7.231012562176598601e-01,6.700510295275522443e-01,8.886483882327841002e+02
1.761004919708064609e-02,2.065855147573766315e-01,8.958646226899375051e+02
-6.780907081017972793e-03,5.782707543325354971e-01,8.834124707633081925e+02
1.469287179567513313e-01,-1.170866058713460056e-01,9.055417260435963271e+02
5.364124872746411921e-02,2.011918243740038470e-01,8.671966275517750091e+02
-3.554298140068783973e-01,8.393372860085357434e-02,8.732189077350593607e+02
2.589511295992100726e-01,-5.043301094222268910e-01,9.045744504267682942e+02
-3.627220658941079923e-01,-6.133987402338507700e-01,8.501897246728207165e+02
1.625112822704364302e-01,-4.618089726407427764e-01,8.940661987616867918e+02
-1.782061392749101358e-02,-1.860315449451644954e-01,8.460374315879138294e+02
1.909401586552691432e-01,-6.745164458209867986e-01,8.961353320837920364e+02
2.435738335923721687e-01,3.817783461270712886e-01,8.953873008526531976e+02
-5.536712585039919032e-01,-2.037533408997790341e-01,8.886962296375086225e+02
-4.082113709967152837e-01,6.873143780022860083e-01,8.777214747210116457e+02
5.256898261368866399e-01,-2.184248303537643654e-01,8.347151486994137031e+02
4.686418091320626589e-01,-3.678543782604366541e-01,8.334099309556055459e+02
