x,y,z
-2.070173795321438026e-01,2.748161716768887652e-02,3.858795584508846446e+02
1.796009716245094978e-01,2.384721234671065559e-01,3.821833487107746237e+02
2.315441729199253507e-01,-2.064452476694240146e-01,3.698299353058453107e+02
-2.514382699112048813e-01,-2.076962985008606877e-02,3.714098485060351891e+02
-2.200782683669788575e-02,-1.331394172259911524e-01,3.954890057809568589e+02
1.041351571693632794e-02,2.125789420761114989e-01,3.928929661290723629e+02
-1.477210770167194098e-01,3.056387637566747584e-01,4.087746559413707814e+02
2.370183411443803623e-01,-2.602725440528641521e-02,3.994321671972052741e+02
-2.667122987345459939e-01,-8.786574008183783979e-02,3.850233135283336310e+02
6.393279016179692631e-02,2.515097974227054056e-02,3.830553395489623654e+02
2.416154513918755686e-02,9.043547768282667043e-02,4.002001371162979240e+02
9.564835204406979541e-02,1.951254888099572815e-01,3.776603853860754612e+02
-2.692841410344273267e-01,-1.365619003788615393e-01,3.687646988333658555e+02
6.285586568089635007e-02,1.515930033484164108e-01,4.075138995140604834e+02
-1.685235196603485364e-01,-2.379522742194701834e-01,3.707812595622827416e+02
-2.088100277833307150e-01,1.111441230702713279e-01,3.679415246475785466e+02
-1.564602170229435485e-01,-2.897468710404493830e-01,4.069998391976257608e+02
3.866859902452224329e-03,2.491808788513771855e-02,4.039619416793610185e+02
-1.381086364795691968e-01,-1.392536180202193774e-01,3.699303763704855896e+02
1.681269543444777748e-01,9.289684252093360906e-02,3.962116323565058451e+02
8.700487154737840401e-02,-2.633356243408324637e-04,3.683936580633545077e+02
2.618782185335437607e-01,-7.684570220203740254e-02,3.740335500639250199e+02
1.839956641103365209e-01,2.447679311885171405e-01,3.658668016572883630e+02
-2.773802830938300046e-01,-3.801859898768938928e-02,4.072783853753668950e+02
4.436006574583822859e-02,-2.607330915386020243e-01,3.882735381264656667e+02
-5.227832341262866889e-02,-2.029632669303816916e-01,3.724981525158711975e+02
2.408041381308922979e-02,1.883297475294277712e-01,4.012160872953563171e+02
-9.456617877879625045e-02,7.671614172609603211e-02,3.705257293782036072e+02
1.245593952474984278e-01,2.790960543852363251e-01,3.832804151433609263e+02
2.462995960215971225e-01,7.368622425421028632e-02,3.951028719701102432e+02
8.846431875946558776e-02,6.105906528609333916e-02,3.700423280179067547e+02
-8.407765503420128184e-02,-2.123030132974232653e-01,3.728173575071668324e+02
2.677006383989077865e-02,-1.390704727423456577e-01,3.771539326307702709e+02
-1.866272358897516359e-01,2.607292379264438686e-01,3.966162048900131936e+02
-2.191531422268873652e-01,-2.503182018822714960e-01,3.929038307537475703e+02
-2.022109667798724641e-01,2.491131833837199050e-01,3.664988548756773525e+02
-7.843450735973644949e-03,2.545474144315639231e-01,3.961757489426375969e+02
1.582696263797727099e-01,-2.436040698462325071e-01,3.712611999992591905e+02
1.815148343945701681e-01,-4.280960934026145637e-02,3.669248496749348192e+02
-2.409773037959939690e-01,1.718399416672191649e-01,4.037945647883959737e+02
2.516307369754202661e-01,-2.686698069376011744e-01,4.060360627760911143e+02
-1.374876032304542528e-01,-1.756437166548033557e-01,4.049121107171657172e+02
6.301957627470100576e-03,-3.127128100594162019e-02,4.028710740524783205e+02
2.660021068447295800e-01,-2.023166313895445323e-01,3.773277043601048035e+02
-2.491425171910497394e-01,-2.712163304801168406e-01,3.966284124534869875e+02
-2.384076684914415711e-02,1.645521385670475345e-01,4.060252644894097216e+02
-1.740280429622914904e-01,-1.677318041581453423e-01,3.675968879388398136e+02
1.032543509652761315e-03,2.310231885789062467e-01,3.686032387743815093e+02
2.464954756588905171e-01,-3.509380040377246823e-02,3.709001289998429343e+02
4.931689199241917620e-03,-4.641880682524557322e-02,3.980458567567488899e+02
2.878627199038997775e-01,1.155477240085550639e-02,3.874331170831095505e+02
1.962496127758089903e-02,-9.989009998802644841e-02,3.888202925151836098e+02
