cell,flux,tbr,tbr_stdev,"Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr,U233_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","Th232(n,fis)","Th232(n,fis)_stdev",heat_eV_src,heat_eV_src_stdev
11,3.097782683010652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450156.77035503974,155.50175243669958
21,6.19469348714621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587559.5919084332,147.78490944833533
12,30.930121147596942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490237.16311316076,116.32551687991922
22,6.209574346336493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541346.6098234378,150.11122869873964
31,270.8924011034475,0.8241975136040594,0.00025621297957485766,0.0001529613648901957,6.600984608995136e-08,0.6619206880953692,0.0002856491426857724,0.8224080804719628,0.0002556031169137024,0.0017894331320965095,6.098626611553013e-07,1.4807028784932961e-05,4.39824333863421e-09,9148615.049099216,1899.7472071757009
23,27.400953326367816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400924.37119888613,258.6882474374983
32,120.07588449840213,0.4339872511361777,0.00017058865757858962,8.775929991707467e-05,5.088173685942307e-08,0.3797671145885629,0.0002201841902865733,0.4338080306552474,0.00017038115159623217,0.00017922048093029945,2.0750598235745541e-07,2.1396200054149935e-06,1.6267866527425846e-09,2946346.9253153754,876.7654525661219
24,10.956228241188434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71376.5056619014,168.87618015913674
41,1.7309900267163982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24507.709176492714,64.92963726246163
42,12.523706448860025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140124.22680967004,246.78155296384054
25,7.566876550369077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61479.77700045,63.32958010236281
33,31.304975462971726,0.1287594509096927,0.00010597137678353255,2.7866195942640877e-05,4.2019833957376556e-08,0.12058738888865332,0.00018183544208490922,0.1287441725488611,0.00010590955202409536,1.527836083159753e-05,6.182475943719525e-08,2.3770173087448327e-07,3.9450002187097364e-10,750067.0491029624,545.3735571641158
26,7.353736578849428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42401.840167744806,100.89426953431217
43,0.7231672671160807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9312.284639576024,37.1868677412191
44,7.181229152665395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70659.53197864152,193.002089444748
total,544.1423203210443,1.3869442156499299,0.0005327730139369799,0.00026858686074991125,1.5891141690675098e-07,1.1622751915725853,0.0006876687750572549,1.3849602836760715,0.0005318938205340299,0.0019839319738584062,8.79193402949952e-07,1.7184350521222437e-05,6.419530013247768e-09,15735115.405350987,5025.298049015212
