cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"U238(n,fis)","U238(n,fis)_stdev","U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr
11,5.370738301243551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,10.834371947668444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,54.38459229201661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,10.996332593765386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,547.8605858378156,0.346800270016002,0.0003222211669636189,0.016528263237072547,1.7911254584368298e-05,0.36332853325307457,0.0003401324215479872,0.016528263237072547,0.0008095556896614396,0.019821432578305095,4.61853315658606e-05,87.98773354843283
23,63.476718274872496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,316.3697801025448,0.27016557794816654,0.000494212823357106,0.0016779037775383255,4.717854539786793e-06,0.2718434817257049,0.0004989306778968928,0.0016779037775383255,0.00012984155158563432,0.017847342204596717,5.5653269453096734e-05,79.22470710641409
24,27.42165040581806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,4.156174984022338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,27.05710075502778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,22.736532351646268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,105.59670284379129,0.1176827730611321,0.00042097421213525805,0.00014826029495796858,1.6133866059617512e-06,0.11783103335609008,0.0004225875987412198,0.00014826029495796858,1.5740549400128647e-05,0.008686494820383842,5.557926690459974e-05,38.55952331933467
26,24.908991414280575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,2.3204276428272324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,18.26352041272103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,1241.7542201600613,0.7346486210253006,0.001237408202455983,0.018354427309568842,2.4242495730116844e-05,0.7530030483348695,0.0012616506981860997,0.018354427309568842,0.0009551377906472027,0.046355269603285655,0.00015741786792355708,205.77196397418157
