kg_fertile_per_m3_breeder,N_fertile_atom_per_b_cm,sigma_bg,I_infinite_b,I_eff_b,I_eff_over_I_infinite,R_I,R_F,R_per_source_neutron,k_inf,k_eff,M_subcrit
0.0,0.0,inf,5.649855149136338,5.649855149136338,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.01,1.3217928822114148e-08,33137945.76564346,5.649855149136338,5.649734105883683,0.999978575866202,2.6449208949187682e-06,5.864401965044095e-07,3.2313610914231778e-06,0.0,0.0,1.0
0.1,1.3217928822114164e-07,3313761.127623787,5.649855149136338,5.648645364292851,0.9997858732991285,2.6444112009528625e-05,5.864401965044103e-06,3.230851397457273e-05,0.0,0.0,1.0
0.5,6.608964411057081e-07,662722.49313315,5.649855149136338,5.643820558231418,0.998931903430154,0.00013210762349057112,2.932200982522051e-05,0.00016142963331579162,0.0,0.0,1.0
1,1.3217928822114163e-06,331342.6638218205,5.649855149136338,5.637821529297252,0.997870101175793,0.00026393440266741293,5.864401965044102e-05,0.00032257842231785393,0.0,0.0,1.0
10,1.321792882211416e-05,33100.81744162397,5.649855149136338,5.535448940128086,0.9797505943093532,0.002591418337591083,0.0005864401965044101,0.003177858534095493,0.0,0.0,1.0
25,3.3044822055285386e-05,13218.027682944195,5.649855149136338,5.3845138406139545,0.9530357325067096,0.006301895318926522,0.0014661004912610246,0.007767995810187547,0.0,0.0,1.0
50,6.60896441105708e-05,6590.4310967176,5.649855149136338,5.172600358800916,0.9155279599675442,0.012107754554156127,0.0029322009825220505,0.015039955536678178,0.0,0.0,1.0
75,9.913446616585612e-05,4381.232234642071,5.649855149136338,4.995152501425637,0.8841204543428373,0.017538590723987637,0.004398301473783072,0.02193689219777071,0.0,0.0,1.0
100,0.00013217928822114154,3276.632803604303,5.649855149136338,4.841930688644656,0.8570008541519538,0.022667480292228,0.0058644019650440984,0.028531882257272097,0.0,0.0,1.0
150,0.00019826893233171238,2172.0333725665387,5.649855149136338,4.58563012584974,0.8116367596699748,0.032201415258458196,0.008796602947566151,0.04099801820602435,0.0,0.0,1.0
250,0.0003304482205528539,1288.3538277363264,5.649855149136338,4.196057332234924,0.7426840549843746,0.04910956651370308,0.01466100491261025,0.06377057142631333,0.0,0.0,1.0
500,0.0006608964411057079,625.5941691136669,5.649855149136338,3.561003648047079,0.6302822911471332,0.08335412586756163,0.0293220098252205,0.11267613569278213,0.0,0.0,1.0
750,0.0009913446616585618,404.67428290611394,5.649855149136338,3.144964664805929,0.5566451850162357,0.11042355179685065,0.04398301473783075,0.1544065665346814,0.0,0.0,1.0
1000,0.0013217928822114164,294.21433980233746,5.649855149136338,2.8358033142961894,0.501924959037168,0.13275802540956455,0.058644019650441026,0.19140204506000558,0.0,0.0,1.0
2000,0.0026435857644228336,128.52442514667268,5.649855149136338,2.0609587842519845,0.364780818242222,0.19296741580661886,0.1172880393008821,0.31025545510750097,0.0,0.0,1.0
3000,0.0039653786466342465,73.29445359478439,5.649855149136338,1.5915366694319082,0.2816951280025644,0.2235231878059225,0.17593205895132297,0.3994552467572455,0.0,0.0,1.0
4000,0.005287171528845659,45.679467818840266,5.649855149136338,1.2452252895885416,0.22039950701725378,0.23318070023041296,0.23457607860176385,0.4677567788321768,0.0,0.0,1.0
4499,0.005946746177069157,36.49084063355722,5.649855149136338,1.0977698624140526,0.19430053221485913,0.23121285447838852,0.263839444407334,0.4950522988857225,0.0,0.0,1.0
