kg_fertile_per_m3_breeder,N_fertile_atom_per_b_cm,sigma_bg,I_infinite_b,I_eff_b,I_eff_over_I_infinite,R_I,R_F,R_per_source_neutron,k_inf,k_eff,M_subcrit
0.0,0.0,inf,7.159589288255684,7.159589288255684,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.01,2.5948087099929843e-08,10957136.948929816,7.159589288255684,7.159021108979081,0.9999206408002294,1.1377856251926262e-05,1.1956044349939487e-06,1.257346068692021e-05,0.0,0.0,1.0
0.1,2.5948087099929847e-07,1095706.9922314088,7.159589288255684,7.153917500554807,0.9992078054379209,0.00011369745069945717,1.195604434993949e-05,0.00012565349504939667,0.0,0.0,1.0
0.5,1.297404354996492e-06,219135.44052488392,7.159589288255684,7.13144977494897,0.9960696749249468,0.0005667018519154248,5.9780221749697435e-05,0.0006264820736651222,0.0,0.0,1.0
1,2.5948087099929833e-06,109563.99656156833,7.159589288255684,7.10384585665313,0.9922141579135003,0.0011290166038407953,0.00011956044349939484,0.0012485770473401902,0.0,0.0,1.0
10,2.5948087099929838e-05,10949.696994584243,7.159589288255684,6.679571218126637,0.9329545242327727,0.010615864932850686,0.0011956044349939485,0.011811469367844635,0.0,0.0,1.0
25,6.48702177498246e-05,4375.410356785305,7.159589288255684,6.164786368312684,0.8610530744305631,0.024494289112558198,0.0029890110874848715,0.027483300200043068,0.0,0.0,1.0
50,0.00012974043549964922,2183.9814775189925,7.159589288255684,5.5711565266175045,0.778139122555007,0.04427128873620143,0.005978022174969744,0.05024931091117118,0.0,0.0,1.0
75,0.00019461065324947376,1453.505184430221,7.159589288255684,5.146055974474145,0.7187641311933268,0.061339830108018974,0.008967033262454613,0.0703068633704736,0.0,0.0,1.0
100,0.0002594808709992984,1088.2670378858359,7.159589288255684,4.815828166581765,0.6726402832186849,0.0765381185210094,0.011956044349939486,0.08849416287094888,0.0,0.0,1.0
150,0.00038922130649894746,723.0288913414505,7.159589288255684,4.320915332599953,0.6035144138348575,0.1030086783849642,0.017934066524909222,0.12094274490987343,0.0,0.0,1.0
250,0.000648702177498246,430.83837410594185,7.159589288255684,3.6721114561915345,0.5128941491399689,0.1459024762379737,0.02989011087484872,0.17579258711282242,0.0,0.0,1.0
500,0.0012974043549964923,211.69548617931056,7.159589288255684,2.8050420507054525,0.39178812328058205,0.22290313680948495,0.05978022174969745,0.2826833585591824,0.0,0.0,1.0
750,0.001946106532494738,138.64785687043354,7.159589288255684,2.3313235781410766,0.32562253004725994,0.2778885284562134,0.08967033262454614,0.3675588610807596,0.0,0.0,1.0
1000,0.0025948087099929838,102.12404221599495,7.159589288255684,2.0170917043312713,0.28173287923652707,0.3205770608784667,0.11956044349939486,0.4401375043778616,0.0,0.0,1.0
2000,0.00518961741998597,47.338320234337125,7.159589288255684,1.3440660851831425,0.1877294955156013,0.4272257471380439,0.23912088699878983,0.6663466341368337,0.0,0.0,1.0
3000,0.007784426129978951,29.076412907117877,7.159589288255684,1.0053239996342818,0.14041643440125495,0.47932944100851854,0.35868133049818457,0.8380107715067031,0.0,0.0,1.0
4000,0.010379234839971939,19.945459243508232,7.159589288255684,0.7877592848197661,0.11002855793864828,0.5007953890543964,0.4782417739975796,0.979037163051976,0.0,0.0,1.0
4499,0.011674044386258435,16.907220160506768,7.159589288255684,0.7039137602287016,0.09831761737832849,0.5033177514253562,0.5379024353037775,1.0412201867291335,0.0,0.0,1.0
