kg_fertile_per_m3_breeder,N_fertile_atom_per_b_cm,sigma_bg,I_infinite_b,I_eff_b,I_eff_over_I_infinite,R_I,R_F,R_per_source_neutron,k_inf,k_eff,M_subcrit
0.0,0.0,inf,0.8599697704904362,0.8599697704904362,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.01,2.04366946763962e-08,4333471.3932040455,0.8599697704904362,0.8599633856806966,0.9999925755416543,8.134147960252844e-07,1.252077969852303e-06,2.0654927658775874e-06,0.0,0.0,1.0
0.1,2.0436694676396208e-07,433358.89674421283,0.8599697704904362,0.8599060380561993,0.9999258899133157,8.133605525457834e-06,1.2520779698523036e-05,2.065438522398087e-05,0.0,0.0,1.0
0.5,1.0218347338198104e-06,86682.23039222753,0.8599697704904362,0.8596536356010291,0.9996323883696205,4.0656090613748416e-05,6.260389849261517e-05,0.0001032599891063636,0.0,0.0,1.0
1,2.04366946763962e-06,43347.64709822938,0.8599697704904362,0.8593436288446822,0.9992719027258401,8.12828585741514e-05,0.0001252077969852303,0.0002064906555593817,0.0,0.0,1.0
10,2.0436694676396192e-05,4346.522133631057,0.8599697704904362,0.8545500809441066,0.9936978138856686,0.0008082945057414708,0.0012520779698523025,0.002060372475593773,0.0,0.0,1.0
25,5.109173669099054e-05,1746.4471359911702,0.8599697704904362,0.8484742654975093,0.986632663859369,0.0020063689137650572,0.00313019492463076,0.005136563838395817,0.0,0.0,1.0
50,0.00010218347338198097,879.755470111207,0.8599697704904362,0.8407503727404028,0.9776510775034886,0.00397620878015346,0.006260389849261514,0.010236598629414975,0.0,0.0,1.0
75,0.00015327521007297147,590.8582481512194,0.8599697704904362,0.8345030836080655,0.9703865324616617,0.005919994678013785,0.009390584773892272,0.015310579451906057,0.0,0.0,1.0
100,0.0002043669467639621,446.4096371712256,0.8599697704904362,0.829099238964147,0.9641027713001075,0.00784221281482727,0.012520779698523037,0.020362992513350307,0.0,0.0,1.0
150,0.0003065504201459431,301.9610261912318,0.8599697704904362,0.8198547378883244,0.9533529735827407,0.011632157580672983,0.01878116954778455,0.030413327128457533,0.0,0.0,1.0
250,0.0005109173669099051,186.40213740723672,0.8599697704904362,0.8050375460712227,0.9361230751310177,0.019036550341381527,0.03130194924630758,0.05033849958768911,0.0,0.0,1.0
500,0.0010218347338198097,99.73297081924044,0.8599697704904362,0.7786836086316815,0.9054778846326219,0.03682672886020693,0.06260389849261513,0.09943062735282207,0.0,0.0,1.0
750,0.0015327521007297152,70.84324862324162,0.8599697704904362,0.7602111207923232,0.8839974925616034,0.05392964840584266,0.09390584773892274,0.1478354961447654,0.0,0.0,1.0
1000,0.00204366946763962,56.39838752524223,0.8599697704904362,0.7461468991973669,0.8676431716568865,0.07057590333745627,0.1252077969852303,0.19578370032268655,0.0,0.0,1.0
2000,0.0040873389352792415,34.73109587824316,0.8599697704904362,0.7114578450059261,0.8273056442439662,0.134589529627011,0.2504155939704607,0.38500512359747174,0.0,0.0,1.0
3000,0.006131008402918866,27.508665329243463,0.8599697704904362,0.6924887479420357,0.8052477792877686,0.1965015963596693,0.3756233909556913,0.5721249873153607,0.0,0.0,1.0
4000,0.008174677870558483,23.89745005474362,0.8599697704904362,0.6803461629941652,0.7911279981459899,0.2574079988116899,0.5008311879409214,0.7582391867526113,0.0,0.0,1.0
4499,0.009194468934910653,22.69585208498895,0.8599697704904362,0.675766600189165,0.7858027379308681,0.2875708249057982,0.5633098786365514,0.8508807035423496,0.0,0.0,1.0
