kg_fertile_per_m3_breeder,N_fertile_atom_per_b_cm,sigma_bg,I_infinite_b,I_eff_b,I_eff_over_I_infinite,R_I,R_F,R_per_source_neutron,k_inf,k_eff,M_subcrit
0.0,0.0,inf,6.905618414773023,6.905618414773023,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.01,2.5292987159022322e-08,10516198.147754507,6.905618414773023,6.904656643472635,0.9998607262604707,1.6126246857828376e-05,3.8109537433367655e-07,1.6507371216745517e-05,1.8482705365919958e-06,1.755857009762396e-06,1.0000017558600929
0.1,2.529298715902233e-07,1051613.8844018476,6.905618414773023,6.896023530914126,0.9986105684845877,0.00016106083696724408,3.8109537433367664e-06,0.00016487468545198347,1.848128598365479e-05,1.7557221684472047e-05,1.000017557529946
0.5,1.264649357951116e-06,210317.50543716666,6.905618414773023,6.858143845433218,0.9931252255064885,0.0008008806690083948,1.9054768716683828e-05,0.0008200073985876349,9.237511332870063e-05,8.775635766226559e-05,1.0000877640595165
1,2.529298715902232e-06,105155.45806658149,6.905618414773023,6.81188568852355,0.9864265992385343,0.0015909574632402116,3.8109537433367656e-05,0.0016293528531912415,0.000184672943263075,0.00017543929609992125,1.0001754700804473
10,2.5292987159022322e-05,10509.615433054865,6.905618414773023,6.13930748827416,0.8890308035469333,0.014338727210370047,0.00038109537433367655,0.014745518622029405,0.0018343512382406556,0.0017426336763286228,1.001745675749678
25,6.32324678975558e-05,4199.892590819761,6.905618414773023,5.41551027760798,0.7842180022606969,0.031620636661336646,0.0009527384358341914,0.032714617385062116,0.004544637975348156,0.004317406076580748,1.0043361268971955
50,0.00012646493579511158,2096.6516434080577,6.905618414773023,4.692386357905771,0.6795026999851979,0.05479677315412227,0.0019054768716683824,0.05719021309073144,0.008981350195386194,0.008532282685616885,1.0086057090277518
75,0.00018969740369266739,1395.5713276041565,6.905618414773023,4.237162160330365,0.6135818555027462,0.07422113057431966,0.0028582153075025736,0.07806870786643644,0.013339962918262987,0.012672964772349837,1.0128356302624972
100,0.0002529298715902231,1045.0311697022062,6.905618414773023,3.914148502943981,0.5668063695165284,0.0914173263870339,0.003810953743336764,0.09685078891076773,0.01763438376262375,0.01675266457449256,1.017038098117238
150,0.00037939480738533477,694.4910118002557,6.905618414773023,3.472512273364299,0.5028531935583984,0.12165396419107272,0.005716430615005147,0.13060403538967846,0.026062228346221388,0.024759116928910318,1.0253876938084696
250,0.0006323246789755581,414.0588854786954,6.905618414773023,2.9558497862268642,0.4280354935198108,0.17258918795193007,0.009527384358341915,0.18976000176744082,0.04239942634450868,0.040279455027283244,1.0419699830729667
500,0.001264649357951116,203.73479073752515,6.905618414773023,2.343430475485327,0.339351283944691,0.2736612426452823,0.019054768716683827,0.31713491589867077,0.08105102513168026,0.07699847387509624,1.083421827262154
750,0.001896974036926674,133.6267591571351,6.905618414773023,2.032302388731923,0.29429694296230846,0.3559924667806745,0.028582153075025738,0.43288376649448895,0.11747202653448414,0.11159842520775994,1.125617095212667
1000,0.002529298715902232,98.57274336694009,6.905618414773023,1.830645670736866,0.26509510963139954,0.42755846553826543,0.03810953743336765,0.5444236705294717,0.15227240691397165,0.14465878656827305,1.169124069197935
2000,0.005058597431804465,45.99171968164749,6.905618414773023,1.401132277533129,0.20289743703992108,0.6544859840157551,0.07621907486673532,0.9967937324193966,0.28099428342644955,0.26694456925512705,1.3641533205529617
3000,0.007587896147706695,28.464711786549966,6.905618414773023,1.181113599635431,0.1710366152159093,0.8275688622199066,0.11432861230010294,1.518385927419933,0.3996546197264274,0.37967188874010604,1.6120501100119222
4000,0.010117194863608929,19.701207839001203,6.905618414773023,1.036319399957162,0.15006902173166548,0.9681548746128902,0.1524381497334706,2.1851149996943033,0.5128102859078083,0.48716977161241787,1.9499630572561126
4499,0.011379314922844143,16.785234198307606,6.905618414773023,0.9794197699661289,0.1418294077574399,1.0291438336443393,0.17145480891272108,2.6078679456062854,0.5680257357235483,0.5396244489373708,2.172139675297311
