kg_fertile_per_m3_breeder,N_fertile_atom_per_b_cm,sigma_bg,I_infinite_b,I_eff_b,I_eff_over_I_infinite,R_I,R_F,R_per_source_neutron,k_inf,k_eff,M_subcrit
0.0,0.0,inf,7.159589288255684,7.159589288255684,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.01,2.5948087099929843e-08,10957136.948929816,7.159589288255684,7.159021108979081,0.9999206408002294,1.1377856251926262e-05,1.1956044349939487e-06,1.2573475332521488e-05,1.2261067040938849e-06,1.1648013688891906e-06,1.0000011648027256
0.1,2.5948087099929847e-07,1095706.9922314088,7.159589288255684,7.153917500554807,0.9992078054379209,0.00011369745069945717,1.195604434993949e-05,0.00012565495860985217,1.2260478776067348e-05,1.164745483726398e-05,1.000011647590502
0.5,1.297404354996492e-06,219135.44052488392,7.159589288255684,7.13144977494897,0.9960696749249468,0.0005667018519154248,5.9780221749697435e-05,0.0006265185526504762,6.128937728837398e-05,5.822490842395528e-05,1.0000582282987613
1,2.5948087099929833e-06,109563.99656156833,7.159589288255684,7.10384585665313,0.9922141579135003,0.0011290166038407953,0.00011956044349939484,0.001248722422533413,0.0001225464654278537,0.000116419142156461,1.0001164326971512
10,2.5948087099929838e-05,10949.696994584243,7.159589288255684,6.679571218126637,0.9329545242327727,0.010615864932850686,0.0011956044349939485,0.011825175441022412,0.001220061852126262,0.0011590587595199488,1.0011604037356343
25,6.48702177498246e-05,4375.410356785305,7.159589288255684,6.164786368312684,0.8610530744305631,0.024494289112558198,0.0029890110874848715,0.02756266016700357,0.003030796259166937,0.0028792564462085902,1.002887570502191
50,0.00012974043549964922,2183.9814775189925,7.159589288255684,5.5711565266175045,0.778139122555007,0.04427128873620143,0.005978022174969744,0.05053776752534083,0.006008151054139233,0.005707743501432271,1.0057405088535358
75,0.00019461065324947376,1453.505184430221,7.159589288255684,5.146055974474145,0.7187641311933268,0.061339830108018974,0.008967033262454613,0.07090947134154012,0.008945549417718229,0.008498271946832317,1.0085711115839595
100,0.0002594808709992984,1088.2670378858359,7.159589288255684,4.815828166581765,0.6726402832186849,0.0765381185210094,0.011956044349939486,0.0895018021308717,0.011850855289270615,0.011258312524807083,1.0113865053607236
150,0.00038922130649894746,723.0288913414505,7.159589288255684,4.320915332599953,0.6035144138348575,0.1030086783849642,0.017934066524909222,0.12299752075686206,0.017585085706517376,0.016705831421191506,1.0169896577799673
250,0.000648702177498246,430.83837410594185,7.159589288255684,3.6721114561915345,0.5128941491399689,0.1459024762379737,0.02989011087484872,0.18074300130219884,0.02883078330592812,0.02738924414063171,1.028160540047114
500,0.0012974043549964923,211.69548617931056,7.159589288255684,2.8050420507054525,0.39178812328058205,0.22290313680948495,0.05978022174969745,0.29861925013508156,0.05617394961605714,0.053365252135254275,1.056373645966014
750,0.001946106532494738,138.64785687043354,7.159589288255684,2.3313235781410766,0.32562253004725994,0.2778885284562134,0.08967033262454614,0.398985126729195,0.08291105962048734,0.07876550663946297,1.0854999538197243
1000,0.0025948087099929838,102.12404221599495,7.159589288255684,2.0170917043312713,0.28173287923652707,0.3205770608784667,0.11956044349939486,0.49113966772796785,0.10931002169975364,0.10384452061476596,1.1158777946501022
2000,0.00518961741998597,47.338320234337125,7.159589288255684,1.3440660851831425,0.1877294955156013,0.4272257471380439,0.23912088699878983,0.8354756375671489,0.2130888345769854,0.20243439284813614,1.2538153488978
3000,0.007784426129978951,29.076412907117877,7.159589288255684,1.0053239996342818,0.14041643440125495,0.47932944100851854,0.35868133049818457,1.1947612431772554,0.31431117675540343,0.2985956179176332,1.4257110812897213
4000,0.010379234839971939,19.945459243508232,7.159589288255684,0.7877592848197661,0.11002855793864828,0.5007953890543964,0.4782417739975796,1.6080689350529982,0.41176015090899987,0.39117214336354983,1.6425004031921795
4499,0.011674044386258435,16.907220160506768,7.159589288255684,0.7039137602287016,0.09831761737832849,0.5033177514253562,0.5379024353037775,1.8446075820844847,0.458455744567456,0.4355329573390832,1.7715826158529397
