kg_fertile_per_m3_breeder,N_fertile_atom_per_b_cm,sigma_bg,I_infinite_b,I_eff_b,I_eff_over_I_infinite,R_I,R_F,R_per_source_neutron,k_inf,k_eff,M_subcrit
0.0,0.0,inf,5.650746722057304,5.650746722057304,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.01,1.3217928822114148e-08,33136713.59421029,5.650746722057304,5.650625351039296,0.9999785212425936,2.6447253806839935e-06,5.863955910739271e-07,3.23112267411468e-06,5.919801248814863e-07,5.268623111445228e-07,1.0000005268625887
0.1,1.3217928822114164e-07,3313637.913069604,5.650746722057304,5.649533662001469,0.9997853274769686,2.6442144252539708e-05,5.863955910739278e-06,3.230627037373754e-05,5.919832404776451e-06,5.2686508402510415e-06,1.0000052686785992
0.5,6.608964411057081e-07,662697.8525237653,5.650746722057304,5.644695809113875,0.9989291834794488,0.00013209750554297754,2.9319779553696387e-05,0.00016142153756488532,2.9599855398471743e-05,2.6343871304639852e-05,1.0000263445653224
1,1.3217928822114163e-06,331330.3449555355,5.650746722057304,5.638680592173957,0.9978646840007449,0.0002639134741599864,5.8639559107392774e-05,0.0003225700292530389,5.920144889160223e-05,5.268928951352599e-05,1.000052692065821
10,1.321792882211416e-05,33099.58814412877,5.650746722057304,5.536037752571043,0.9797002104096255,0.002591093665404045,0.0005863955910739276,0.0031791652450760834,0.000592335758331907,0.0005271788249153972,1.0005274568890183
25,3.3044822055285386e-05,13217.537690034977,5.650746722057304,5.384726201574784,0.9529229438926846,0.0063006840697373626,0.0014659889776848184,0.007776932445052415,0.0014822570658966085,0.0013192087886479817,1.0013209513993433
50,6.60896441105708e-05,6590.187538670376,5.650746722057304,5.172332691025302,0.9153361397061832,0.0121043235885212,0.002931977955369638,0.015076146986390771,0.0029696022566440376,0.0026429460084131935,1.0026499496823487
75,9.913446616585612e-05,4381.070821548844,5.650746722057304,4.994529926517636,0.8838707824262994,0.017532342759395803,0.004397966933054454,0.02201775773586188,0.004462590138883792,0.003971705223606575,1.0039875425672502
100,0.00013217928822114154,3276.512462988076,5.650746722057304,4.841037783396186,0.8567076214015266,0.02265805056823178,0.005863955910739274,0.028674147733824734,0.005961649907070351,0.005305868417292613,1.0053341708258097
150,0.00019826893233171238,2171.9541044273114,5.650746722057304,4.584360982008438,0.8112841023494644,0.032185046141234096,0.008795933866108914,0.04131112314667004,0.008979357599198278,0.007991628263286468,1.0080560088916342
250,0.0003304482205528539,1288.3074175786987,5.650746722057304,4.194393066594756,0.7422723531780727,0.049078717445617925,0.014659889776848187,0.06460689832631676,0.015100678211280954,0.013439603608040048,1.0136226871230503
500,0.0006608964411057079,625.5724024422387,5.650746722057304,3.559093358839726,0.6298447858133595,0.08329011351474588,0.029319779553696374,0.11580287426350841,0.030980399606796022,0.02757255565004846,1.0283543577572312
750,0.0009913446616585618,404.6607307300857,5.650746722057304,3.1431016246816608,0.5562276596848303,0.11033257548214263,0.04397966933054456,0.16117059612545978,0.04781277041987137,0.04255336567368552,1.0444446344559217
1000,0.0013217928822114164,294.2048948740091,5.650746722057304,2.834053525201975,0.5015361092259614,0.13264537679780947,0.05863955910739278,0.20317293836859615,0.06574352985146104,0.05851174156780032,1.0621481373174384
2000,0.0026435857644228336,128.52114108989423,5.650746722057304,2.059683297511669,0.3644975432135076,0.19280332192252392,0.1172791182147856,0.3584347382486216,0.15157131563092802,0.13489847091152593,1.1559336868282541
3000,0.0039653786466342465,73.2932231618559,5.650746722057304,1.5906159162730238,0.28148773861411325,0.22334212711059315,0.17591867732217822,0.5254748103815335,0.26987685618479573,0.2401904020044682,1.3161191996496477
4000,0.005287171528845659,45.67926419783676,5.650746722057304,1.2445677834338107,0.2202483750644362,0.233003591662549,0.23455823642957085,0.7702039338869987,0.44150295125833083,0.39293762661991444,1.6472771890507103
4499,0.005946746177069157,36.490978674579004,5.650746722057304,1.0972199429646157,0.19417255752796217,0.2310435002251151,0.2638193764241599,0.9829075795674403,0.5579007082037529,0.4965316303013401,1.9862220949421874
