kg_fertile_per_m3_breeder,N_fertile_atom_per_b_cm,sigma_bg,I_infinite_b,I_eff_b,I_eff_over_I_infinite,R_I,R_F,R_per_source_neutron,k_inf,k_eff,M_subcrit
0.0,0.0,inf,7.159589288255684,7.159589288255684,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.01,2.5948087099929843e-08,10416590.241097854,7.159589288255684,7.159238442801398,0.9999509964272866,1.1378201661298768e-05,1.1956044349939487e-06,1.2573806096292716e-05,0.0,0.0,1.0
0.1,2.5948087099929847e-07,1041652.3774917251,7.159589288255684,7.156084231329361,0.9995104388275354,0.00011373188662430529,1.195604434993949e-05,0.00012568793097424478,0.0,0.0,1.0
0.5,1.297404354996492e-06,208324.56739340274,7.159589288255684,7.142139007037893,0.9975626700757241,0.0005675512735353632,5.9780221749697435e-05,0.0006273314952850606,0.0,0.0,1.0
1,2.5948087099929833e-06,104158.59113111248,7.159589288255684,7.1248739755822585,0.9951512145074619,0.0011323586098327032,0.00011956044349939484,0.001251919053332098,0.0,0.0,1.0
10,2.5948087099929838e-05,10409.212495051197,7.159589288255684,6.842037794638427,0.9556466885414565,0.010874073607633787,0.0011956044349939485,0.012069678042627735,0.0,0.0,1.0
25,6.48702177498246e-05,4159.253919313778,7.159589288255684,6.4599664673190045,0.902281710197495,0.025667115915202664,0.0029890110874848715,0.028656127002687534,0.0,0.0,1.0
50,0.00012974043549964922,2075.9343940679714,7.159589288255684,5.9786205222267865,0.8350507663943638,0.04750920820822479,0.005978022174969744,0.053487230383194535,0.0,0.0,1.0
75,0.00019461065324947376,1381.494552319369,7.159589288255684,5.614297823258551,0.7841647889590581,0.0669211676598001,0.008967033262454613,0.0758882009222547,0.0,0.0,1.0
100,0.0002594808709992984,1034.274631445068,7.159589288255684,5.32269349834111,0.7434355916298513,0.08459374623330869,0.011956044349939486,0.09654979058324817,0.0,0.0,1.0
150,0.00038922130649894746,687.054710570767,7.159589288255684,4.87418745235003,0.6807914890237434,0.11619843690967252,0.017934066524909222,0.13413250343458175,0.0,0.0,1.0
250,0.000648702177498246,409.278773871326,7.159589288255684,4.268101169369751,0.5961377109118509,0.16958268747405822,0.02989011087484872,0.19947279834890694,0.0,0.0,1.0
500,0.0012974043549964923,200.94682134674534,7.159589288255684,3.4272393862080137,0.47869217747307463,0.2723461523832247,0.05978022174969745,0.3321263741329221,0.0,0.0,1.0
750,0.001946106532494738,131.50283717188523,7.159589288255684,2.9523877876014537,0.41236831733412943,0.351917985740466,0.08967033262454614,0.44158831836501217,0.0,0.0,1.0
1000,0.0025948087099929838,96.7808450844551,7.159589288255684,2.6313793324682972,0.36753216232455,0.4182059995823019,0.11956044349939486,0.5377664430816967,0.0,0.0,1.0
2000,0.00518961741998597,44.69785695330992,7.159589288255684,1.9290932201174205,0.2694418831093888,0.6131828645548333,0.23912088699878983,0.8523037515536231,0.0,0.0,1.0
3000,0.007784426129978951,27.33686090959489,7.159589288255684,1.5690094140658695,0.21914796378608092,0.7480895767482786,0.35868133049818457,1.106770907246463,0.0,0.0,1.0
4000,0.010379234839971939,18.656362887737355,7.159589288255684,1.3354022723904524,0.18651939638227505,0.8489437235879866,0.4782417739975796,1.3271854975855661,0.0,0.0,1.0
4499,0.011674044386258435,15.76800868931089,7.159589288255684,1.2447588869041684,0.1738589794453745,0.8900369326773531,0.5379024353037775,1.4279393679811305,0.0,0.0,1.0
