kg_fertile_per_m3_breeder,N_fertile_atom_per_b_cm,sigma_bg,I_infinite_b,I_eff_b,I_eff_over_I_infinite,R_I,R_F,R_per_source_neutron,k_inf,k_eff,M_subcrit
0.0,0.0,inf,4.238622686884938,4.238622686884938,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.01,1.2884223104153747e-08,32841624.176545687,4.238622686884938,4.238396397814914,0.9999466125940571,3.3106608104403024e-06,2.262305733510174e-07,3.536893989162632e-06,8.276706924602558e-07,7.366269162896277e-07,1.0000007366274588
0.1,1.2884223104153746e-07,3284131.313828475,4.238622686884938,4.236362255874938,0.9994667062446974,3.309071918469975e-05,2.262305733510174e-06,3.535328534115204e-05,8.276742726668786e-06,7.36630102673522e-06,1.0000073663552895
0.5,6.442111552076873e-07,656798.6149202763,4.238622686884938,4.227374790380651,0.9973463322085522,0.00016510258522270093,1.131152866755087e-05,0.00017642061185244436,4.13845130599408e-05,3.6832216623347314e-05,1.0000368335732854
1,1.2884223104153742e-06,328382.02755675185,4.238622686884938,4.216260728106213,0.9947242393506937,0.00032933703809148257,2.2623057335101734e-05,0.0003519860249091457,8.277104205071717e-05,7.366622742513827e-05,1.000073671654538
10,1.2884223104153745e-05,32807.098929579726,4.238622686884938,4.036138263189321,0.9522287217680074,0.0031526746248530073,0.0002262305733510174,0.00338139732739655,0.0008281029672121513,0.0007370116408188147,1.0007375552276074
25,3.221055776038435e-05,13102.103687768247,4.238622686884938,3.7982067027639816,0.8960945531944415,0.007417058776802442,0.0005655764333775432,0.007997384034216834,0.0020721416315699188,0.0018442060520972277,1.0018476134319705
50,6.442111552076874e-05,6533.771940497756,4.238622686884938,3.506652450608912,0.8273094138478346,0.013695435436443032,0.0011311528667550873,0.014881573474304424,0.004151516050191515,0.0036948492846704483,1.0037085518247273
75,9.663167328115311e-05,4344.328024740924,4.238622686884938,3.2919806858771623,0.7766628287210239,0.01928553352940038,0.0016967293001326307,0.02109942825332905,0.00623934174947516,0.005553014157032892,1.0055840223119845
100,0.00012884223104153752,3249.6060668625087,4.238622686884938,3.1239337804060123,0.7370162458838401,0.024401410747075778,0.002262305733510175,0.026863023194855482,0.00833637103196979,0.007419370218453113,1.0074748287401962
150,0.00019326334656230617,2154.8841089840935,4.238622686884938,2.8720247144086946,0.6775844246045435,0.033650579521694195,0.0033934586002652605,0.03746281500885712,0.01256007664836854,0.011178468217048,1.0113048390005142
250,0.00032210557760384344,1279.1065426813618,4.238622686884938,2.543438697963191,0.6000625405590001,0.04966774005284858,0.005655764333775431,0.05638413961941171,0.02113581919852596,0.018810879086688104,1.0191715120823788
500,0.0006442111552076872,622.273367954312,4.238622686884938,2.103321031421288,0.496227474535382,0.08214642823511356,0.011311528667550868,0.09721397328343061,0.043411898330213534,0.03863658951389005,1.0401893696935622
750,0.0009663167328115305,403.32897637862897,4.238622686884938,1.8556254436741488,0.4377897210373993,0.10870879912969691,0.016967293001326295,0.13364951739817865,0.06703282562454489,0.059659214805844955,1.0634442488778437
1000,0.0012884223104153735,293.85678059078737,4.238622686884938,1.6841934420304414,0.39734450703565555,0.13155431211213076,0.02262305733510172,0.16795542941686661,0.09217306229256814,0.08203402544038564,1.089364995777475
2000,0.0025768446208307492,129.64848690902505,4.238622686884938,1.2772909109699757,0.30134574490957733,0.19954136260874358,0.04524611467020348,0.3016556334551892,0.21182035939633373,0.18852011986273703,1.2323164436693719
3000,0.0038652669312461267,74.91238901510422,4.238622686884938,1.0321957865383349,0.24352150752463403,0.24187804667981166,0.06786917200530526,0.46460924264021114,0.3745131567294134,0.3333167094891779,1.4999625972833157
4000,0.005153689241661497,47.54434006814388,4.238622686884938,0.8456648367523333,0.1995140637002139,0.26422346293487053,0.09049222934040693,0.770614425281264,0.6064017644455316,0.5396975703565231,2.172484730907332
4499,0.00579661197455877,38.43787879372739,4.238622686884938,0.7638179175147574,0.18020427245816137,0.2684225210753404,0.10178113495062271,1.1486986163426989,0.7614821034111622,0.6777190720359344,3.1028829608915
