kg_fertile_per_m3_breeder,N_fertile_atom_per_b_cm,sigma_bg,I_infinite_b,I_eff_b,I_eff_over_I_infinite,R_I,R_F,R_per_source_neutron,k_inf,k_eff,M_subcrit
0.0,0.0,inf,6.905618414773023,6.905618414773023,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.01,2.5292987159022322e-08,11068992.033031443,6.905618414773023,6.904081452877531,0.999777433127176,1.6124903465099974e-05,3.8109537433367655e-07,1.6506027821699752e-05,1.8482731796302054e-06,1.755859520648695e-06,1.0000017558626038
0.1,2.529298715902233e-07,1106893.2955904007,6.905618414773023,6.890305870327224,0.997782596209915,0.0001609272975157772,3.8109537433367664e-06,0.00016474114369737343,1.8481551018619626e-05,1.7557473467688644e-05,1.0000175577817378
0.5,1.264649357951116e-06,221373.4078178638,6.905618414773023,6.8302940345116285,0.9890923048831869,0.0007976284223793755,1.9054768716683828e-05,0.0008167548717304052,9.238181726616445e-05,8.776272640285622e-05,1.0000877704293751
1,2.529298715902232e-06,110683.42184629664,6.905618414773023,6.757934864154943,0.9786140006951233,0.0015783569190440858,3.8109537433367656e-05,0.0016167501397280416,0.00018470012196040094,0.0001754651158623809,1.0001754959092726
10,2.5292987159022322e-05,11062.434471886198,6.905618414773023,5.799419675558415,0.8398117774871338,0.013544898486532916,0.00038109537433367655,0.0139503447412219,0.0018374101939877153,0.0017455396842883295,1.001748591920878
25,6.32324678975558e-05,4421.03531359217,6.905618414773023,4.906585998243846,0.7105208691733248,0.028649077398962955,0.0009527384358341914,0.029730730744845026,0.004564297678323493,0.004336082794407318,1.0043549662888025
50,0.00012646493579511158,2207.2355941608266,6.905618414773023,4.107671986061395,0.5948304321701228,0.04796859270390651,0.0019054768716683824,0.050306932145280404,0.009057296694230794,0.008604431859519254,1.0086791106759314
75,0.00018969740369266739,1469.3023543503787,6.905618414773023,3.6392411572434167,0.5269971403948523,0.06374752320126967,0.0028582153075025736,0.06747123584533939,0.01350278850759088,0.012827649082211337,1.0129943358627147
100,0.0002529298715902231,1100.3357344451551,6.905618414773023,3.319474827960538,0.48069189876742474,0.07752835988541816,0.003810953743336764,0.08274727646141149,0.017910754323493098,0.017015216607318442,1.0173097456794722
150,0.00037939480738533477,731.369114539931,6.905618414773023,2.8957149252633516,0.41932738696777955,0.10144678322022035,0.005716430615005147,0.10994529520003175,0.026636034715882922,0.025304232980088773,1.0259611602269039
250,0.0006323246789755581,436.19581861575216,6.905618414773023,2.414032485194142,0.3495751343615889,0.14095300385378223,0.009527384358341915,0.15701524357669547,0.043809728048738054,0.04161924164630115,1.0434266248393744
500,0.001264649357951116,214.81584667261788,6.905618414773023,1.852095221945227,0.2682012110578083,0.21628406954550347,0.019054768716683827,0.2561930383951506,0.08568456719650311,0.08140033883667795,1.0886135084500161
750,0.001896974036926674,141.02252269157313,6.905618414773023,1.5660025123990207,0.22677223361327195,0.27431208095046816,0.028582153075025738,0.34430930556220335,0.1266152597087702,0.12028449672333168,1.1367311321390938
1000,0.002529298715902232,104.12586070105077,6.905618414773023,1.3790734268484375,0.19970310318598244,0.3220910128449802,0.03810953743336765,0.4281000148217082,0.1669542585783952,0.15860654564947543,1.1885046108088688
2000,0.005058597431804465,48.78086771526716,6.905618414773023,0.9738007386195631,0.14101571794588805,0.4548742077177822,0.07621907486673532,0.7684102282741383,0.32509628589055045,0.30884147159602293,1.4468460691777898
3000,0.007587896147706695,30.332536720005972,6.905618414773023,0.7608099091341145,0.11017259620174383,0.5330753883979428,0.11432861230010294,1.1903280934677476,0.48011892532571204,0.45611297905942644,1.838617141976739
4000,0.010117194863608929,21.10837122237537,6.905618414773023,0.6184212524205833,0.0895533484876039,0.5777442264614034,0.1524381497334706,1.8276777275897271,0.6320907932437698,0.6004862535815813,2.50304278379618
4499,0.011379314922844143,18.039116776953495,6.905618414773023,0.562092152851798,0.0813963528087981,0.5906289527597596,0.17145480891272108,2.317369274831923,0.706466018692568,0.6711427177579395,3.0408327684954064
