kg_fertile_per_m3_breeder,N_fertile_atom_per_b_cm,sigma_bg,I_infinite_b,I_eff_b,I_eff_over_I_infinite,R_I,R_F,R_per_source_neutron,k_inf,k_eff,M_subcrit
0.0,0.0,inf,7.159589288255684,7.159589288255684,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.01,2.5948087099929843e-08,10416590.241097854,7.159589288255684,7.159238442801398,0.9999509964272866,1.1378201661298768e-05,1.1956044349939487e-06,1.2573820742280623e-05,1.2261053892078358e-06,1.1648001197474439e-06,1.0000011648014766
0.1,2.5948087099929847e-07,1041652.3774917251,7.159589288255684,7.156084231329361,0.9995104388275354,0.00011373188662430529,1.195604434993949e-05,0.00012568939492007942,1.2260347154915486e-05,1.164732979716971e-05,1.000011647465459
0.5,1.297404354996492e-06,208324.56739340274,7.159589288255684,7.142139007037893,0.9975626700757241,0.0005675512735353632,5.9780221749697435e-05,0.0006273680217609236,6.128607233289373e-05,5.822176871624904e-05,1.000058225158688
1,2.5948087099929833e-06,104158.59113111248,7.159589288255684,7.1248739755822585,0.9951512145074619,0.0011323586098327032,0.00011956044349939484,0.0012520648018351545,0.0001225331761396388,0.00011640651733265684,1.0001164200693875
10,2.5948087099929838e-05,10409.212495051197,7.159589288255684,6.842037794638427,0.9556466885414565,0.010874073607633787,0.0011956044349939485,0.012083667460531928,0.001218645175824502,0.001157712917033277,1.0011590547697118
25,6.48702177498246e-05,4159.253919313778,7.159589288255684,6.4599664673190045,0.902281710197495,0.025667115915202664,0.0029890110874848715,0.028738620252538025,0.0030215437999307347,0.0028704666099341977,1.0028787299080142
50,0.00012974043549964922,2075.9343940679714,7.159589288255684,5.9786205222267865,0.8350507663943638,0.04750920820822479,0.005978022174969744,0.05379233710985448,0.005970459598653344,0.005671936618720676,1.005704290995703
75,0.00019461065324947376,1381.494552319369,7.159589288255684,5.614297823258551,0.7841647889590581,0.0669211676598001,0.008967033262454613,0.07653244570032167,0.008860979049600296,0.008417930097120281,1.0084893932157777
100,0.0002594808709992984,1034.274631445068,7.159589288255684,5.32269349834111,0.7434355916298513,0.08459374623330869,0.011956044349939486,0.09763518819028343,0.01170196747767342,0.011116869103789749,1.0112418432031647
150,0.00038922130649894746,687.054710570767,7.159589288255684,4.87418745235003,0.6807914890237434,0.11619843690967252,0.017934066524909222,0.13636837790359652,0.017258781755921132,0.016395842668125073,1.016669147386079
250,0.000648702177498246,409.278773871326,7.159589288255684,4.268101169369751,0.5961377109118509,0.16958268747405822,0.02989011087484872,0.20491867956340426,0.027974543627695227,0.026575816446310463,1.0273013727163525
500,0.0012974043549964923,200.94682134674534,7.159589288255684,3.4272393862080137,0.47869217747307463,0.2723461523832247,0.05978022174969745,0.3497908508950671,0.05315801147410167,0.050500110900396585,1.0531860103199013
750,0.001946106532494738,131.50283717188523,7.159589288255684,2.9523877876014537,0.41236831733412943,0.351917985740466,0.08967033262454614,0.47634344714660193,0.07680245483596317,0.072962332094165,1.0787048192539856
1000,0.0025948087099929838,96.7808450844551,7.159589288255684,2.6313793324682972,0.36753216232455,0.4182059995823019,0.11956044349939486,0.593835401465939,0.09938773614412844,0.094418349336922,1.1042626573404923
2000,0.00518961741998597,44.69785695330992,7.159589288255684,1.9290932201174205,0.2694418831093888,0.6131828645548333,0.23912088699878983,1.0319627518902754,0.18325732866818042,0.1740944622347714,1.2107922205072554
3000,0.007784426129978951,27.33686090959489,7.159589288255684,1.5690094140658695,0.21914796378608092,0.7480895767482786,0.35868133049818457,1.4721954683557847,0.2612814948929692,0.24821742014832074,1.3301718166937202
4000,0.010379234839971939,18.656362887737355,7.159589288255684,1.3354022723904524,0.18651939638227505,0.8489437235879866,0.4782417739975796,1.9505209384058528,0.33639350204606006,0.319573826943757,1.4696671580229492
4499,0.011674044386258435,15.76800868931089,7.159589288255684,1.2447588869041684,0.1738589794453745,0.8900369326773531,0.5379024353037775,2.212596697522662,0.3732967172249285,0.35463188136368207,1.5495032542249372
