cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"U238(n,fis)","U238(n,fis)_stdev","U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev,heat_eV_src,heat_eV_src_stdev
11,3.0990128913525643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450080.357185596,43.35642941184505
21,6.196812458223511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587652.2072488395,54.1846815563823
12,30.93246928277106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490267.66341482877,44.01322208704635
22,6.209974770490317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541212.930194882,43.91713479339666
31,270.9879430464833,0.8225974182784125,8.357722048925926e-05,0.001790027870979086,1.7789229274393436e-07,0.8243874461493915,8.375511278200319e-05,2.685582997146696e-05,2.217409860379282e-09,5.882815961383485e-05,7.733090385381055e-09,0.26113937087030586,3.432734206505257e-05,9153306.133427653,563.5001652505292
23,27.41751699003266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401420.80931647314,87.19906253093363
32,120.09904144838556,0.43392281402101496,5.5727298416467864e-05,0.00017929665466505216,7.603018669043094e-08,0.43410211067568,5.5803328603158296e-05,4.228235153660732e-06,1.167271287170775e-09,3.451665877958217e-05,1.0644991835679724e-08,0.15322013500699977,4.725333053314152e-05,2947930.3200197127,322.7425653892692
24,10.954099377570204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71402.80351135522,42.919311017516605
41,1.731106400424201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24644.161294073427,18.494293226226915
42,12.534812774513647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140640.5075185878,99.37225317508229
25,7.568289165831487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61436.76485988453,30.591626982229677
33,31.337189686100686,0.12894146919752825,3.704630158235288e-05,1.5198337267122893e-05,2.198244983470197e-08,0.12895666753479537,3.706828403218758e-05,4.947880207417274e-07,3.626687704703136e-10,1.1177858412155741e-05,7.803867389622808e-09,0.049618735867121,3.4641522594939995e-05,750941.4771896333,208.3601744842312
26,7.363341059832948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42420.580896929816,31.804084436312827
43,0.7243781738469065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9326.993535565649,11.46483456992962
44,7.180025181495222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70900.07029937342,64.82470644206208
total,544.3360127073544,1.3854617014969555,0.00017635082048808002,0.001984522862911261,2.759049292690673e-07,1.3874462243598669,0.00017662672541734906,3.157885314586942e-05,3.747349918020371e-09,0.00010452267680557275,2.6181949610683586e-08,0.46397824174442664,0.00011622219519313409,15743583.779913388,1666.7445453529936
