fertile_kgm3,void_cell,cellfrom,leakage,leakage_stdev
25.0,99,"[22, 23]",0.050303014710662015,2.8841911158843383e-05
25.0,98,[23],0.007545289844162243,8.458962619133443e-06
25.0,total,,0.05784830455482426,3.0056777736252958e-05
