cell,flux,tbr,tbr_stdev,"U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","U238(n,fis)","U238(n,fis)_stdev",heat_eV_src,heat_eV_src_stdev
11,3.097211643657569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451540.4578201559,159.2431071340235
21,6.193100406381089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587498.0723034072,135.67235327072572
12,30.911773577954392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490119.1316188769,117.03283389912163
22,6.206014991363526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541341.8192227493,136.34184208427638
31,271.3675079856083,0.8167097741453184,0.00030288439944857167,0.005838651214519866,2.977073892711488e-06,25.91788889707668,0.013215290236518957,0.814944664804735,0.0003022637041880319,0.0017651093405833807,6.206952605397706e-07,0.002629982275278372,7.693158870596812e-07,9707778.080130372,2352.255445245584
23,27.506660109205974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406278.1967553796,289.9265777028311
32,120.64532810124717,0.4316854651337843,0.00018894047011924536,0.003408905232762777,2.383190849580732e-06,15.132198145984725,0.010579031593179787,0.43150513233271326,0.0001887339853426873,0.0001803328010710502,2.0648477655805704e-07,0.00041818059856899963,2.82174898121334e-07,3070373.997174084,1210.0159853549262
24,11.024728893141663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72853.07011595235,159.77384143547175
41,1.742297155937502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25075.197613736837,59.641098274429886
42,12.568494517106712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142857.3314710404,268.0671397425999
25,7.608231272655639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62636.55169156005,65.10616198073564
33,31.529116844483205,0.12849000478033865,0.00010665182539766575,0.0010961945200645665,1.4323725135214902e-06,4.866029282578763,0.0063583300835566865,0.12847430974534524,0.0001065894935934783,1.5695034993419015e-05,6.233180418745008e-08,4.9513485508782454e-05,9.448236856057277e-08,773695.2069572675,610.3021825858158
26,7.411033036912293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43492.52767482753,121.0640475562024
43,0.7284608269107093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9510.526307251755,35.88745422402195
44,7.204980389459846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72008.57791176347,138.11984572366433
total,545.7449397520255,1.3768852440594412,0.0005984766949654828,0.010343750967347208,6.792637255813711e-06,45.91611632564017,0.030152651913255432,1.3749241068827933,0.0005975871831241975,0.00196113717664785,8.895118412852777e-07,0.0030976763593561544,1.145973153741588e-06,16457058.744768426,5858.44991621443
