cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"Th232(n,fis)","Th232(n,fis)_stdev","Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr
11,3.0564135222782567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,6.111473942043334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,30.500523245738805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,6.125084466352552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,264.9991152904703,0.7978392778279664,0.0002343901628206485,0.0017379532299629432,5.978129408546181e-07,0.7995772310579293,0.00023498797576150312,0.0017379532299629432,0.0019676649062909035,0.020687756965402853,9.602588880215552e-06,89.52361490445185
23,26.22825997465239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,108.86030306795453,0.3794714765670877,0.00017677275796173047,0.000174279368501639,1.5618473716687123e-07,0.3796457559355893,0.00017692894269889735,0.000174279368501639,0.00027908376810356785,0.010483704168768034,6.7479184434512825e-06,45.36688517496367
24,5.712368399763616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,6.805500625065913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,24.33320581711384,0.09297279801383394,9.141246804206028e-05,1.4703583703436278e-05,5.510509857531483e-08,0.09298750159753738,9.146757314063559e-05,1.4703583703436278e-05,2.988957857256898e-05,0.0026875907851614837,3.4059137032700643e-06,11.630204418677284
26,2.6439945700559977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,485.37624292148945,1.270283552408888,0.0005025753888244392,0.0019269361821680185,8.091027765968041e-07,1.2722104885910561,0.0005033844916010361,0.0019269361821680185,0.0022766382529670406,0.03385905191933237,1.9756421026936898e-05,146.5207044980928
