cell,flux,tbr,tbr_stdev,"U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","U238(n,fis)","U238(n,fis)_stdev",heating [MW],heating_stdev,fisq [MW],fisq_stdev
11,3.0859571608930256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.427245069900483,0.058017669700282305,0.0,0.0
21,6.164874305073372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.15408631946334,0.10037661692701963,0.0,0.0
12,30.77493176234514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.658203486369363,0.07729344268541921,0.0,0.0
22,6.169838193986862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.55446097126707,0.08214906863319146,0.0,0.0
31,270.39354554654136,0.8211457124861428,0.00227697900496452,0.00011725097920061431,4.737885062190424e-07,0.5205826129351052,0.0021035735498986536,0.8193577288010746,0.0022702522280497834,0.0017879836850681471,6.726776914736484e-06,5.3790286259701136e-05,1.885282922699898e-07,519.6131775001165,0.9712944460652806,0.6514283197852286,0.0020414456551172706
23,27.494268867151153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.910510456770776,0.13090497522291292,0.0,0.0
32,118.96575716981029,0.4269392087261818,0.00172340809586271,6.794443980245162e-05,5.854097234472225e-07,0.30166651270565176,0.0025991605831141387,0.42675784276030904,0.0017206302820584583,0.00018136596587278603,2.7778138042517174e-06,8.504401591371577e-06,7.63075810895528e-08,165.762251085045,0.6830907231256268,0.12698679111234082,0.0008872677067453986
24,10.257608311628598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8129445054499747,0.08903194718655774,0.0,0.0
41,1.6648047332606886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3111167536423947,0.039606079015550265,0.0,0.0
42,13.639528989769449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.190362677348872,0.18181037898102356,0.0,0.0
25,7.5579096694006545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.533241486982947,0.038509354273671643,0.0,0.0
33,31.007276195260907,0.12643539135766205,0.0009428064754945069,2.1377826140756498e-05,3.438260022267301e-07,0.09491540852879382,0.001526553039083572,0.12642019397796178,0.0009421008879291447,1.5197379700252424e-05,7.055875653621314e-07,9.931996004936412e-07,1.8036106473679595e-08,41.988771967484624,0.24910254681732108,0.020675843795469967,0.0001888388857567238
26,6.723056740345256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2042499345414512,0.0480721012208044,0.0,0.0
43,1.0819934563046745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8108925751231028,0.027809411210591037,0.0,0.0
44,7.9821265108052035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.699789726243211,0.11362177297441106,0.0,0.0
total,542.9634776125765,1.3745203125699867,0.004943193576321736,0.00020657324514382244,1.403024231892995e-06,0.9171645341695507,0.006229287172096364,1.3725357655393453,0.004932983398037386,0.0019845470306411855,1.0210178284350333e-05,6.328788745156635e-05,2.828719798332222e-07,891.6313045157492,2.8906905340396634,0.7990909546930394,0.003117552247619393
