cell,flux,tbr,tbr_stdev,"U238(n,g)","U238(n,g)_stdev","Th232(n,g)","Th232(n,g)_stdev","U235(n,inel)","U235(n,inel)_stdev","U238(n,inel)","U238(n,inel)_stdev","Th232(n,inel)","Th232(n,inel)_stdev","U235(n,el)","U235(n,el)_stdev","U238(n,el)","U238(n,el)_stdev","Th232(n,el)","Th232(n,el)_stdev","Li6(n,el)","Li6(n,el)_stdev","Li7(n,el)","Li7(n,el)_stdev","Be9(n,el)","Be9(n,el)_stdev","Pb(n,el)","Pb(n,el)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev,U233_kg/yr,U233_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","Be9(n,2n)","Be9(n,2n)_stdev","Pb(n,2n)","Pb(n,2n)_stdev","tot(n,fis)","tot(n,fis)_stdev","tot(n,nufis)","tot(n,nufis)_stdev",heating [MW],heating_stdev,fisq [MW],fisq_stdev
11,3.0458989247421635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.70337981860104,0.003023053128735546,0.0,0.0
21,6.090971998155797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.283580116613344,0.0027395095387711854,0.0,0.0
12,30.402837939453743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.734408378247746,0.0022171172454962438,0.0,0.0
22,6.103256427433341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.64226290826083,0.0024389447458613767,0.0,0.0
31,263.52015530159144,0.7978471439922564,9.851257034476222e-05,0.0,0.0,0.03727946735058527,5.283151389414516e-06,0.0,0.0,0.0,0.0,0.13941673340459262,6.810626676038732e-06,0.0,0.0,0.0,0.0,1.199148109974432,0.0001316147139665982,1.5165763674470807,0.00013037630977847484,0.15973220835606033,1.3344752219836919e-05,0.0,0.0,0.0,0.0,0.0,0.0,161.35409525486762,0.022866692394415147,0.7961537423562435,9.835564494298472e-05,0.0016934016360129031,1.569254017774978e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.9651653373195,0.03670161838171208,35.05614572767278,0.002959700898769995
23,26.105871305308526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.003244987678315,0.004608252144056352,0.0,0.0
32,111.16821856562657,0.40119627324692,7.632655661259295e-05,0.0,0.0,0.020283767068404658,4.8390946804030845e-06,0.0,0.0,0.0,0.0,0.0445095225937317,3.6672672477358187e-06,0.0,0.0,0.0,0.0,0.577579051045412,9.158692196098022e-05,0.6215776924080136,7.419035840653322e-05,0.06571983157745641,8.04889116584146e-06,0.0,0.0,0.0,0.0,0.0,0.0,87.79280167562612,0.02094471298814907,0.40102955505629717,7.62340518892175e-05,0.0001667181906227814,9.250472337545659e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.8193342144318,0.02870183590669637,4.89714000240637,0.001365887899415982
24,9.069610687496155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5267531325070314,0.0027893543140799708,0.0,0.0
41,1.4801658575976058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.93830430254518,0.0027193682412804173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4958450303166664,2.9491741976722155e-05,0.0034106483868898987,2.859422818503157e-07,0.010964963170100518,8.90128259097072e-07,1.2355951660374291,0.0012525348438406974,0.0,0.0
42,12.075557865185601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.42002674828228,0.0018226047368999788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04271269377703195,1.6100008243102834e-05,0.00046999382697549984,1.3281230923514603e-07,0.0013474631048997253,4.3755550943793734e-07,7.8349530296064005,0.005091995689552759,0.0,0.0
