cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"U238(n,fis)","U238(n,fis)_stdev","U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr
11,3.0843077519354387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,6.16830653480792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,30.799422501937272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,6.1894005474159695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,268.1481979127518,0.8084807777369237,0.0006989965450766662,0.0017391697505620407,2.173650033516427e-06,0.8102199474874857,0.0007011701951101827,0.0017391697505620407,0.008029354025322349,0.018069009706454354,2.363009716190039e-05,80.20869355707781
23,26.590692671794415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,110.50296900746405,0.3857850661923881,0.00063793082679351,0.00017458430931895175,5.526874975337185e-07,0.38595965050170705,0.0006384835142910438,0.00017458430931895175,0.0012439368117897834,0.009280092270617364,1.935463449976032e-05,41.19451421012135
24,5.789683930006182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,6.914841895436858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,24.808294871876107,0.09472286783726855,0.0002694913105589061,1.5040288947781487e-05,2.0165977799512361e-07,0.09473790812621632,0.0002696929703369012,1.5040288947781487e-05,0.00014258609590428456,0.0024027884360769795,1.0360639667920856e-05,10.666025669516706
26,2.6949526456816866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,491.69107027110766,1.2889887117665804,0.0016064186824290823,0.001928794348828774,2.9279973090452693e-06,1.290917506115409,0.0016093466797381275,0.001928794348828774,0.009415876933016418,0.029751890413148695,5.334537132958156e-05,132.06923343671585
