cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"Th232(n,fis)","Th232(n,fis)_stdev","Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr
11,3.085942791528939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,6.1709131366885295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,30.811241319396355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,6.185897427097672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,268.82434886480917,0.8089522858759197,0.0011815051943792213,0.0017889016561378358,2.1568172383791564e-06,0.8107411875320576,0.0011836620116176004,0.0017889016561378358,0.0002227792559636054,0.002251768370799539,4.040153010479112e-06,9.744238818089642
23,26.899205999675882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,112.62013124259734,0.38992552305604367,0.0004626965288855999,0.00018059816653074684,5.495119244226286e-07,0.39010612122257443,0.0004632460408100225,0.00018059816653074684,3.239565964227472e-05,0.0011516552253411651,1.921699620749255e-06,4.983640279057895
24,6.053063028089008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,7.157594902176204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,25.83346977009893,0.09724423810620131,0.0002513337487369394,1.5576757334265224e-05,2.2650647959433908e-07,0.09725981486353558,0.00025156025521653374,1.5576757334265224e-05,3.5995030938747937e-06,0.0002997079965615094,1.1523546625442033e-06,1.2969479152731753
26,2.8811681885096516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,496.5229766706677,1.2961220470381647,0.0018955354720017604,0.001985076580002848,2.932835642396124e-06,1.2981071236181676,0.0018984683076441566,0.001985076580002848,0.0002587744186997549,0.0037031315927022134,7.114207293772569e-06,16.02482701242071
