cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"U238(n,fis)","U238(n,fis)_stdev","U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev,heat_eV_src,heat_eV_src_stdev
11,3.097022035421769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451916.11733836256,47.30773228232715
21,6.193008125563213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587633.0977131086,54.55126486044343
12,30.913965024462687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490117.5787180441,44.94506347327495
22,6.207043341608219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541176.0446328708,44.82689590708787
31,271.52451058460383,0.8133603567711516,9.205692020813044e-05,0.0017600889141324186,1.841302714400842e-07,0.815120445685284,9.224105047957053e-05,0.003182646519722388,2.874569655585641e-07,0.007087827895531842,1.036804422977737e-06,31.463009035572536,0.004602395460086488,9827148.037138116,628.1631458591443
23,27.542007019704023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407731.189211678,85.57543995896783
32,120.8394964680672,0.4311202422548619,5.241647852439365e-05,0.00018074561147992627,7.951413578183071e-08,0.4313009878663418,5.249599266017548e-05,0.0005074423262839249,1.4018993608243835e-07,0.004138983680780365,8.141124214312794e-07,18.373030901127482,0.003613861234922406,3098306.451329982,323.357890827316
24,11.00493685492718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72882.77219049781,43.25508698485444
41,1.7376667342491865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25123.261152257444,21.260422337879763
42,12.534439941114888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142952.630173136,85.76229662745057
25,7.624734679191249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62885.142922425475,34.45089568684086
33,31.585913842553996,0.12842781042079282,3.644108645572958e-05,1.5689725480573014e-05,2.2361742069195375e-08,0.1284435001462734,3.646344819779877e-05,6.012487980260912e-05,4.6109793666136545e-08,0.0013321721361028666,6.358713815877389e-07,5.913538614780006,0.002822645713077916,778698.6089827385,206.57421438855476
26,7.408452051196415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43501.996635732045,32.8276553550814
43,0.7285188748689968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9559.986256318218,11.40709640301434
44,7.153276010044153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71987.42119111824,57.43746886606442
total,546.0949915875769,1.3729084094468063,0.00018091448518825368,0.001956524251092918,2.8600614929111025e-07,1.374864933697899,0.00018120049133754477,0.003750213725808922,4.7375669530713897e-07,0.012558983712415072,2.4867882259967554e-06,55.74957855148003,0.01103890240808681,16611620.335586386,1721.7025698183018
