cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"Th232(n,fis)","Th232(n,fis)_stdev","Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr,U233_kg/yr_stdev
11,3.0986625484320633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,6.195895645853175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,30.927468610916723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,6.20924347606614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,270.96515093347534,0.8223718290465666,8.757720840968295e-05,0.0017894616248139844,1.810676750953266e-07,0.8241612906713806,8.775827608477827e-05,2.2219948073363884e-05,1.8365499560515446e-09,0.00022952666856095028,3.233200716321495e-08,0.9932472196437626,0.000139912614171184
23,27.418850290317664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,120.11488958963298,0.43389995120420854,5.971594490875411e-05,0.00017931849133570891,7.655073099854067e-08,0.4340792696955443,5.9792495639752655e-05,3.2131979289077683e-06,9.589101659259327e-10,0.0001316764411964682,2.8720729230626173e-08,0.5698129107653004,0.00012428527209196855
24,10.95863278645871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,1.7314704248023576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,12.537494361187353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,7.568691146435317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,31.331887722880893,0.12884671455007335,3.672743902306808e-05,1.5206130320172476e-05,2.1972159794100403e-08,0.1288619206803935,3.6749411182862176e-05,3.5614946285714644e-07,2.783914305304959e-10,4.182357842195845e-05,1.8828241385008634e-08,0.1809861714266634,8.147679972741564e-05
26,7.361640414497014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.724233520472888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,7.178082458964674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,544.3222939303934,1.3851184948008484,0.00018402059234150513,0.001983986246469866,2.795905658879677e-07,1.3871024810473185,0.00018430018290739312,2.5789295465128797e-05,3.0738515525079733e-09,0.00040302668817937694,7.988097777884977e-08,1.7440463018357264,0.0003456746859905682
