fertile_kgm3,void_cell,cellfrom,leakage,leakage_stdev
500,99,"[42, 44]",0.11514027673118928,4.956841224898058e-05
500,98,[44],0.05930446520534761,2.7208719541838673e-05
500,total,,0.1744447419365369,5.6545043213276634e-05
