cell,energy low [eV],energy high [eV],nuclide,score,mean,std. dev.,energy mid [eV]
31,0.001,0.0010470399110535467,total,flux,5.0222046797590376e-08,2.231366270329628e-08,0.0010235199555267732
31,0.0010470399110535467,0.0010962925753390188,total,flux,3.5609149702963154e-08,1.51987954715738e-08,0.0010716662431962828
31,0.0010962925753390188,0.0011478620805716298,total,flux,1.3629509683976288e-07,3.828087217400281e-08,0.0011220773279553243
31,0.0011478620805716298,0.001201857410743458,total,flux,1.0275953717270364e-07,5.6577628068769235e-08,0.0011748597456575438
31,0.001201857410743458,0.0012583926764438763,total,flux,1.1764982209140079e-07,3.8118565367189255e-08,0.0012301250435936672
31,0.0012583926764438763,0.0013175873560142307,total,flux,1.2285334714921484e-07,3.545873972057745e-08,0.0012879900162290534
31,0.0013175873560142307,0.0013795665480464177,total,flux,2.2069321450747852e-07,7.835149272513532e-08,0.0013485769520303241
31,0.0013795665480464177,0.0014444612357589696,total,flux,1.563763058065295e-07,4.821406099619382e-08,0.0014120138919026938
31,0.0014444612357589696,0.0015124085638093675,total,flux,1.944150010344975e-07,6.110848957021056e-08,0.0014784348997841684
31,0.0015124085638093675,0.0015835521281275823,total,flux,1.5067987766647475e-07,3.725019307964502e-08,0.0015479803459684748
31,0.0015835521281275823,0.0016580422793833582,total,flux,2.732311311128159e-07,6.74304225770982e-08,0.0016207972037554702
31,0.0016580422793833582,0.0017360364407285694,total,flux,1.338432409402151e-07,4.984604294203234e-08,0.0016970393600559638
31,0.0017360364407285694,0.0018176994404861568,total,flux,2.7460759697834403e-07,8.195491090121136e-08,0.001776867940607363
31,0.0018176994404861568,0.001903203860488707,total,flux,2.1894810334504952e-07,5.61893723726773e-08,0.0018604516504874319
31,0.001903203860488707,0.0019927304008028625,total,flux,2.8159023890133426e-07,7.433783992836321e-08,0.0019479671306457847
31,0.0019927304008028625,0.0020864682616103273,total,flux,3.346955255153293e-07,6.348879521876483e-08,0.0020395993312065947
31,0.0020864682616103273,0.0021846155430525253,total,flux,5.044020181480363e-07,1.0917440148058578e-07,0.002135541902331426
31,0.0021846155430525253,0.0022873796638839114,total,flux,3.9973453521781636e-07,8.344894829589596e-08,0.002235997603468218
31,0.0022873796638839114,0.0023949777998187017,total,flux,3.6320280372964845e-07,7.528117488469892e-08,0.0023411787318513063
31,0.0023949777998187017,0.0025076373424973925,total,flux,4.599398631629362e-07,9.882545373015278e-08,0.002451307571158047
31,0.0025076373424973925,0.002625596380043022,total,flux,6.113049413342682e-07,7.877161130262284e-08,0.002566616861270207
31,0.002625596380043022,0.0027491042002227594,total,flux,5.357401289032626e-07,9.22587155896587e-08,0.0026873502901328906
31,0.0027491042002227594,0.0028784218172781696,total,flux,7.079327569773383e-07,1.2338553873633493e-07,0.0028137630087504643
31,0.0028784218172781696,0.0030138225235375226,total,flux,6.852760428693834e-07,1.406742359974201e-07,0.002946122170407846
31,0.0030138225235375226,0.003155592466975903,total,flux,6.455889999874795e-07,1.0592475453451449e-07,0.0030847074952567127
31,0.003155592466975903,0.003304031255943691,total,flux,1.0840563490830792e-06,1.5563199990814907e-07,0.0032298118614597967
31,0.003304031255943691,0.0034594525923414203,total,flux,9.598629600022154e-07,1.284768471073938e-07,0.0033817419241425556
31,0.0034594525923414203,0.0036221849345791216,total,flux,1.2447376641426617e-06,1.4661256398404343e-07,0.003540818763460271
31,0.0036221849345791216,0.00379257219172122,total,flux,1.3145405310367678e-06,1.7666009509090918e-07,0.003707378563150171
31,0.00379257219172122,0.003970974450283936,total,flux,1.3821263150456548e-06,1.9535946990981323e-07,0.0038817733210025785
31,0.003970974450283936,0.004157768735221199,total,flux,1.4034064181968775e-06,1.591012564184449e-07,0.004064371592752568
31,0.004157768735221199,0.004353349806707221,total,flux,1.408097111003507e-06,1.795081815592771e-07,0.00425555927096421
31,0.004353349806707221,0.004558130994399704,total,flux,1.7708948471927323e-06,1.800727211092686e-07,0.0044557404005534625
31,0.004558130994399704,0.0047725450709466795,total,flux,1.8635556038169258e-06,2.5300606854020134e-07,0.004665338032673192
31,0.0047725450709466795,0.004997045166583053,total,flux,2.0159432869560204e-06,2.2976487384020598e-07,0.004884795118764867
31,0.004997045166583053,0.005232105726749675,total,flux,2.3174752649803694e-06,1.980963102144359e-07,0.005114575446666364
31,0.005232105726749675,0.005478223514758732,total,flux,2.6231726838080498e-06,2.8465789871385015e-07,0.005355164620754204
31,0.005478223514758732,0.00573591866162443,total,flux,2.8669343817681387e-06,2.8771797953000457e-07,0.005607071088191581
31,0.00573591866162443,0.0060057357652776215,total,flux,2.900111693363787e-06,2.2178977430433717e-07,0.005870827213451026
31,0.0060057357652776215,0.006288245041487384,total,flux,3.6998408765133356e-06,2.533753891782953e-07,0.0061469904033825025
31,0.006288245041487384,0.006584043528921856,total,flux,3.2154972241702613e-06,2.5104226358047116e-07,0.00643614428520462
31,0.006584043528921856,0.00689375635089502,total,flux,4.184207651615056e-06,3.386080511330018e-07,0.006738899939908438
31,0.00689375635089502,0.0072180380364659435,total,flux,4.554497861787143e-06,3.1888257045006303e-07,0.007055897193680482
31,0.0072180380364659435,0.007557573903682418,total,flux,5.640131854573976e-06,3.3458462294967514e-07,0.007387805970074181
31,0.007557573903682418,0.007913081507892243,total,flux,5.793865787713548e-06,3.224872198288165e-07,0.00773532770578733
31,0.007913081507892243,0.00828531215818296,total,flux,6.569259560703603e-06,3.842607980702573e-07,0.0080991968330376
31,0.00828531215818296,0.008675052505154754,total,flux,7.115264221953266e-06,4.3691275109636e-07,0.008480182331668857
31,0.008675052505154754,0.00908312620338208,total,flux,7.048499762887897e-06,4.960040955468709e-07,0.008879089354268416
31,0.00908312620338208,0.009510395652077312,total,flux,7.292688584950081e-06,3.7334854988305675e-07,0.009296760927729696
31,0.009510395652077312,0.009957763817635065,total,flux,8.523244649815766e-06,4.3853096740346706e-07,0.00973407973485619
31,0.009957763817635065,0.010426176141908838,total,flux,9.67486088168635e-06,5.638610175046122e-07,0.010191969979771951
31,0.010426176141908838,0.01091662254025284,total,flux,1.0811360085366054e-05,4.843261892668227e-07,0.010671399341080839
31,0.01091662254025284,0.011430139493551475,total,flux,1.1545254786060707e-05,5.262848370565279e-07,0.011173381016902156
31,0.011430139493551475,0.011967812238657767,total,flux,1.3812248668762298e-05,6.165509542563904e-07,0.01169897586610462
31,0.011967812238657767,0.012530777061869775,total,flux,1.3895013498614205e-05,6.726364089615637e-07,0.01224929465026377
31,0.012530777061869775,0.01312022370029195,total,flux,1.7255637365482295e-05,7.266477414004326e-07,0.012825500381080861
31,0.01312022370029195,0.013737397856156318,total,flux,1.7549688162632216e-05,6.271224572946352e-07,0.013428810778224134
31,0.013737397856156318,0.014383603829417092,total,flux,1.9352913174695115e-05,6.641363686368566e-07,0.014060500842786705
31,0.014383603829417092,0.015060207274182318,total,flux,2.1280347695915187e-05,5.907882603492971e-07,0.014721905551799705
31,0.015060207274182318,0.01576863808480783,total,flux,2.3381966405790528e-05,9.63577489471579e-07,0.015414422679495074
31,0.01576863808480783,0.016510393417752758,total,flux,2.6845091609427368e-05,8.769113564168664e-07,0.016139515751280295
31,0.016510393417752758,0.017287040855582907,total,flux,2.941591077290803e-05,7.431881479472638e-07,0.01689871713666783
31,0.017287040855582907,0.018100221719808556,total,flux,3.292300995640475e-05,8.13296429708767e-07,0.01769363128769573
31,0.018100221719808556,0.01895165453955782,total,flux,3.475618264522478e-05,8.606329623046837e-07,0.018525938129683187
31,0.01895165453955782,0.019843138683416164,total,flux,3.932037147667546e-05,9.27512634233492e-07,0.01939739661148699
31,0.019843138683416164,0.020776558162107252,total,flux,4.4618498349282934e-05,1.0776072399840032e-06,0.020309848422761706
31,0.020776558162107252,0.021753885610051614,total,flux,4.6898228379217546e-05,1.1367215475307104e-06,0.021265221886079433
31,0.021753885610051614,0.02277718645421747,total,flux,5.202905163926726e-05,1.6252909718132646e-06,0.02226553603213454
31,0.02277718645421747,0.023848623279073906,total,flux,5.824054606743112e-05,1.4424074773489723e-06,0.023312904866645688
31,0.023848623279073906,0.02497046039687107,total,flux,6.337196388490421e-05,1.4946592311332274e-06,0.02440954183797249
31,0.02497046039687107,0.026145068632905992,total,flux,6.9895891627889e-05,1.217005988112443e-06,0.02555776451488853
31,0.026145068632905992,0.02737493033588676,total,flux,8.167332408494074e-05,1.6602347915014013e-06,0.026759999484396377
31,0.02737493033588676,0.02866264462398391,total,flux,8.853442091437519e-05,2.211471632318371e-06,0.028018787479935338
31,0.02866264462398391,0.03001093287765553,total,flux,9.830380435320401e-05,1.8113265553130642e-06,0.02933678875081972
31,0.03001093287765553,0.031422644490854405,total,flux,0.00010758725798833035,1.5209298003191197e-06,0.030716788684254967
31,0.031422644490854405,0.03290076289277141,total,flux,0.00011650953727408403,2.3646270544603665e-06,0.03216170369181291
31,0.03290076289277141,0.034448411852841206,total,flux,0.00013083165060803347,1.9314647112912214e-06,0.033674587372806306
31,0.034448411852841206,0.0360688620823348,total,flux,0.00014062651598459577,1.976548527442223e-06,0.035258636967588006
31,0.0360688620823348,0.03776553814649047,total,flux,0.0001548451508489938,2.209607914490551e-06,0.03691720011441263
31,0.03776553814649047,0.039542025701790676,total,flux,0.00017270919429207267,2.810768469144431e-06,0.03865378192414057
31,0.039542025701790676,0.041402079073679966,total,flux,0.00018647162587553695,1.913494672403028e-06,0.040472052387735324
31,0.041402079073679966,0.04334962919073777,total,flux,0.00020877033154519684,2.696062990009962e-06,0.04237585413220887
31,0.04334962919073777,0.04538879189207431,total,flux,0.0002309605206750002,2.518033998233254e-06,0.04436921054140604
31,0.04538879189207431,0.04752387662550542,total,flux,0.00024791067229502553,1.9856440911192238e-06,0.046456334258789866
31,0.04752387662550542,0.04975939555488892,total,flux,0.00027184434061294863,3.143891414731315e-06,0.04864163609019717
31,0.04975939555488892,0.052100073095869136,total,flux,0.0002997165823142005,3.463341397405747e-06,0.05092973432537903
31,0.052100073095869136,0.05455085590018209,total,flux,0.000330895525100495,3.2899035945123657e-06,0.05332546449802561
31,0.05455085590018209,0.057116923309621495,total,flux,0.00035876099413719516,3.0800997725776883e-06,0.05583388960490179
31,0.057116923309621495,0.059803698301758336,total,flux,0.0004002272087010748,4.215733190605968e-06,0.05846031080568992
31,0.059803698301758336,0.06261685895054618,total,flux,0.000436264960086257,4.37311709596859e-06,0.06121027862615226
31,0.06261685895054618,0.06556235042603231,total,flux,0.00047076268951205883,4.086297375986882e-06,0.06408960468828925
31,0.06556235042603231,0.06864639755853433,total,flux,0.0005094619940901747,3.5899567492225855e-06,0.06710437399228332
31,0.06864639755853433,0.07187551799383418,total,flux,0.000559474118941736,4.367975654240094e-06,0.07026095777618425
31,0.07187551799383418,0.07525653596719173,total,flux,0.0006041490522889284,4.162696744470164e-06,0.07356602698051296
31,0.07525653596719173,0.07879659672528647,total,flux,0.0006611416593151904,4.9595056552315555e-06,0.0770265663462391
31,0.07879659672528647,0.08250318162656611,total,flux,0.0007187570628910283,5.65705983817542e-06,0.08064988917592629
31,0.08250318162656611,0.08638412395191439,total,flux,0.0007776599442168094,4.91538288020824e-06,0.08444365278924025
31,0.08638412395191439,0.090447625459051,total,flux,0.0008390126831198658,5.593012055973555e-06,0.08841587470548269
31,0.090447625459051,0.09470227371564925,total,flux,0.0009158931718882416,5.329119056279112e-06,0.09257494958735013
31,0.09470227371564925,0.099157060247802,total,flux,0.0009844557147578427,4.657197400127686e-06,0.09692966698172563
31,0.099157060247802,0.10382139954218973,total,flux,0.0010678123112789306,4.0850668198520585e-06,0.10148922989499587
31,0.10382139954218973,0.10870514894210906,total,flux,0.001149132682825109,6.9909098022905866e-06,0.1062632742421494
31,0.10870514894210906,0.1138186294794084,total,flux,0.001232509431698039,6.713056094172244e-06,0.11126188921075873
31,0.1138186294794084,0.11917264768635635,total,flux,0.0013246677711493272,5.802133297611135e-06,0.11649563858288238
31,0.11917264768635635,0.1247785184335382,total,flux,0.001413592704214341,5.527293901094776e-06,0.12197558305994727
31,0.1247785184335382,0.13064808884204515,total,flux,0.001504912164102315,6.4781521146448e-06,0.12771330363779168
31,0.13064808884204515,0.1367937633204908,total,flux,0.001629084698346921,7.904388930525377e-06,0.13372092608126798
31,0.1367937633204908,0.1432285297797666,total,flux,0.001728913382620284,1.0280273956519305e-05,0.1400111465501287
31,0.1432285297797666,0.14996598708093709,total,flux,0.0018352151366904201,6.4279029812479024e-06,0.14659725843035185
31,0.14996598708093709,0.15702037377428169,total,flux,0.001953486450013664,7.749692914024649e-06,0.1534931804276094
31,0.15702037377428169,0.16440659819021855,total,flux,0.0020677958360209754,8.421289782258493e-06,0.1607134859822501
31,0.16440659819021855,0.1721402699457026,total,flux,0.0021908213073581983,6.4277903894619975e-06,0.16827343406796058
31,0.1721402699457026,0.18023773293268194,total,flux,0.00231380269467369,1.0248730753973558e-05,0.17618900143919228
31,0.18023773293268194,0.1887160998583282,total,flux,0.002449317786923614,1.1012995836874546e-05,0.18447691639550506
31,0.1887160998583282,0.19759328841003618,total,flux,0.002567413485108169,9.958449302499533e-06,0.19315469413418218
31,0.19759328841003618,0.20688805912162206,total,flux,0.0026910575866502025,1.1411670296692481e-05,0.2022406737658291
31,0.20688805912162206,0.21662005502074405,total,flux,0.0028306190637149564,1.3411854270440038e-05,0.21175405707118305
31,0.21662005502074405,0.226809843141334,total,flux,0.0029514479491221227,8.234573923284409e-06,0.22171494908103903
31,0.226809843141334,0.2374789579887712,total,flux,0.0030584759450812855,1.077668546419828e-05,0.2321444005650526
31,0.2374789579887712,0.24864994704965193,total,flux,0.0031841126826806076,1.0500642506686067e-05,0.24306445251921155
31,0.24864994704965193,0.26034641844233664,total,flux,0.003322684143371505,1.0223166919640567e-05,0.2544981827459943
31,0.26034641844233664,0.2725930908089736,total,flux,0.0034422295712908686,1.3334973608394992e-05,0.26646975462565514
31,0.2725930908089736,0.28541584555443905,total,flux,0.0035596550684953345,1.0449675381078348e-05,0.2790044681817063
31,0.28541584555443905,0.29884178154259267,total,flux,0.003681372235936719,1.0031821571476506e-05,0.29212881354851583
31,0.29884178154259267,0.31289927236543963,total,flux,0.003790284696712659,1.1455358293654072e-05,0.3058705269540162
31,0.31289927236543963,0.3276180263062294,total,flux,0.003900581346312042,1.1242863749388559e-05,0.3202586493358345
31,0.3276180263062294,0.34302914912321286,total,flux,0.0040112034063601795,1.07090084348054e-05,0.33532358771472115
31,0.34302914912321286,0.3591652097867426,total,flux,0.004132009764561736,1.0907794027218795e-05,0.35109717945497776
31,0.3591652097867426,0.3760603093086394,total,flux,0.004192965409260937,1.2845306690529206e-05,0.367612759547691
31,0.3760603093086394,0.393750152809287,total,flux,0.004323251295125766,1.0880605240181248e-05,0.3849052310589632
31,0.393750152809287,0.41227212497475624,total,flux,0.004437006556439498,1.3370393753910092e-05,0.4030111388920216
31,0.41227212497475624,0.4316653690634254,total,flux,0.004512445238581257,1.0896479157836933e-05,0.4219687470190908
31,0.4316653690634254,0.4519708696290653,total,flux,0.004611488169972528,1.153990794834454e-05,0.4418181193462454
31,0.4519708696290653,0.47323153913521065,total,flux,0.004706834752118451,1.1629351579002256e-05,0.462601204382138
31,0.47323153913521065,0.49549230864386395,total,flux,0.004826003232478539,1.1639803234595803e-05,0.4843619238895373
