cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"U238(n,fis)","U238(n,fis)_stdev","U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev,heat_eV_src,heat_eV_src_stdev
11,1.9431776933628861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484089.78930003045,80.91892624067947
21,23.711835666614373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3191333.1992269363,248.64391578172885
31,61.46726709449009,0.48265905567601225,0.00010765252368726026,0.004843678329645453,1.3283151361958674e-06,0.4875027340056577,0.00010898083882345612,3.1877575193999316e-05,7.916993010586493e-09,0.00036365769874018987,2.1468179346934033e-07,1.6142837594195796,0.0009529767521523516,4778840.897026989,924.9419041654041
22,0.5412438103482331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47618.92765417435,45.76075033627188
32,118.41481681010976,0.9056912190149631,0.000134401115703417,0.010539392842422921,1.6934131170418966e-06,0.916230611857386,0.0001360945288204589,6.827069691402723e-05,1.0029928518034896e-08,0.0006808786752599362,2.907997731584577e-07,3.0224339850769715,0.0012908659783055386,9548596.165376201,1132.5053957633406
23,0.07312724669273782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6565.197370077416,15.223641105298325
total,206.15146832161807,1.3883502746909753,0.00024205363939067728,0.015383071172068375,3.021728253237764e-06,1.4037333458630437,0.000245075367643915,0.00010014827210802654,1.794692152862139e-08,0.001044536374000126,5.054815666277981e-07,4.636717744496551,0.00224384273045789,18057044.175954413,2447.9945333927235
