cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"Th232(n,fis)","Th232(n,fis)_stdev","Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr
11,3.1308181424413197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,10.519326525464113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,20.637212807991936,0.07520714778356422,0.00010322400630929503,0.01860770849295256,2.1499140162065787e-05,0.09381485627651678,0.00012472314647136082,0.01860770849295256,0.0004269438207028673,0.008064527651656755,3.093449594204639e-05,34.89820907508731
22,28.36690710181432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,163.9955238775933,0.9081696684540022,0.0008196037461365588,0.08126486764592514,0.00010477688409601485,0.9894345360999273,0.0009243806302325736,0.08126486764592514,0.001852843738393381,0.09678611545976688,0.00020073643935955468,418.82950109131167
23,0.013632087869078699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,226.66342054317406,0.9833768162375663,0.0009228277524458539,0.0998725761388777,0.00012627602425808063,1.0832493923764441,0.0010491037767039345,0.0998725761388777,0.002279787559096248,0.10485064311142364,0.00023167093530160107,453.727710166399
