cell,flux,tbr,tbr_stdev,"Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr,U233_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","Be9(n,2n)","Be9(n,2n)_stdev","Th232(n,fis)","Th232(n,fis)_stdev",heating [MW],heating_stdev,fisq [MW],fisq_stdev
11,2.3485903977673788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.69504862102649,0.008905696347449305,0.0,0.0
41,11.859583873436812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12037096703896441,1.4307735073611796e-05,0.0,0.0,45.25394931506771,0.0041762610570016245,0.0,0.0
21,11.331057448805867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.05487939342387,0.006777221476040091,0.0,0.0
31,21.472436464798015,0.12488533626313494,2.3436960261892897e-05,0.013654317958805406,7.119051540211033e-06,59.09902359510907,0.030812889828628124,0.10654743142548329,2.1095511563128427e-05,0.01833790483765166,2.3414486987644697e-06,0.01841488054459892,2.217498673665435e-06,0.00042186678968986153,3.888295725862844e-08,100.24929740449275,0.008921529410257362,4.290261174648799,0.00039782177872610646
22,28.775922574853727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.9535749356391,0.013391813605301573,0.0,0.0
32,158.41632142887195,0.9590280639433884,0.0001242435238354598,0.10893825519223302,2.0009059200250934e-05,471.5097841898399,0.08660380294051835,0.8812125951088315,0.0001089361738908778,0.07781546883455676,1.530734994458199e-05,0.08324685682600495,1.321739119965452e-05,0.001795382325803551,2.735422965367194e-07,561.0930270683771,0.05877741981906473,18.393430945480855,0.0027710090183499167
23,0.011300747443262845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03441979141085616,0.000248458643688338,0.0,0.0
total,234.21521293597704,1.0839134002065234,0.0001476804840973527,0.12259257315103843,2.712811074046197e-05,530.6088077849489,0.11741669276914647,0.9877600265343148,0.00013003168545400623,0.09615337367220841,1.764879864334646e-05,0.2220327044095683,2.9742624946931753e-05,0.0022172491154934123,3.124252537953479e-07,961.3341965294379,0.10119840035880301,22.683692120129653,0.0031688307970760233
