cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"U238(n,fis)","U238(n,fis)_stdev","U238(n,g)","U238(n,g)_stdev",Pu239_kg/yr
11,1.0030191422895027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,1.9669086284430723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,9.598627086491211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,1.8767727072188678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,28.559524728895745,1.3459669223244466,0.001756611314245834,0.03387880547049661,2.9326527133700426e-05,1.3798457277949432,0.0017859378413795344,0.03387880547049661,7.570264914739876e-05,1.852196008751241e-05,2.3733906999875082e-08,0.08221934930972094
23,0.31359478604165897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.3979766744417166,0.024230268951283256,0.00023886077329754533,0.00017751132612128798,4.297455441875728e-06,0.024407780277404544,0.00024315822873942106,0.00017751132612128798,4.7503953662175824e-07,3.50088232464158e-07,3.0577441701764132e-09,0.001554048628665371
24,0.003035148541748523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0024347362823995936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.002975743647356101,0.0001987575135233902,1.772042878231846e-05,7.859561477953814e-07,1.506567186069775e-07,0.00019954346967118557,1.7871085500925437e-05,7.859561477953814e-07,2.2735594213230994e-09,2.8833016361434292e-09,2.764635381353993e-10,1.2799033324080836e-05
26,1.3579032591426858e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,43.724882961325875,1.3703959487892532,0.0020131925163256975,0.034057102752765696,3.377463929418313e-05,1.4044530515420188,0.002046967155619881,0.034057102752765696,7.617996224344184e-05,1.8874931621612712e-05,2.7068114708186894e-08,0.0837861969717104
