cell,flux,tbr,tbr_stdev,"Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr,U233_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","Th232(n,fis)","Th232(n,fis)_stdev",heat_eV_src,heat_eV_src_stdev
11,2.3447895004731363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851930.3192190832,443.8877794994824
41,11.847026781560993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796679.1817048212,233.32714504573548
21,11.322923124765543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1166866.642415414,347.0778446149723
31,21.478023429891778,0.13317546771983796,8.701648040435041e-05,6.142566657109372e-05,1.2152051494090146e-07,0.2658116937740608,0.0005258644424696868,0.11423279556465271,8.082620677094755e-05,0.01894267215518525,6.190273633402867e-06,1.4087356789232428e-06,3.494004537812788e-10,1661385.9893395132,445.1177336090697
22,28.793776517710448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2498058.125792329,594.3240677044802
32,160.05016502096808,1.0605815306087356,0.00044383020693121016,0.0005642084422491489,5.100701919165405e-07,2.4415396697778196,0.0022072633351088392,0.9792320776148244,0.0004030220288805347,0.08134945299391118,4.080817805067546e-05,6.064786775979138e-06,2.469860994872723e-09,9563960.320299942,2698.742306057621
23,0.012436421913034795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654.2011205972186,10.26763486352009
total,235.849140797283,1.1937569983285736,0.0005308466873355606,0.0006256341088202427,6.31590706857442e-07,2.70735136355188,0.002733127777578526,1.0934648731794772,0.0004838482356514822,0.10029212514909643,4.699845168407833e-05,7.473522454902381e-06,2.819261448654002e-09,16539534.7798917,4772.744511394882
