fertile_kgm3,void_cell,cellfrom,leakage,leakage_stdev
2000,99,"[22, 23]",0.06591853469876174,0.00037352722669401937
2000,98,[23],0.00962682910804828,9.978743771368566e-05
2000,total,,0.07554536380681003,0.00038662659221422936
