cell,flux,tbr,tbr_stdev,"U238(n,g)","U238(n,g)_stdev","Th232(n,g)","Th232(n,g)_stdev","U235(n,inel)","U235(n,inel)_stdev","U238(n,inel)","U238(n,inel)_stdev","Th232(n,inel)","Th232(n,inel)_stdev","U235(n,el)","U235(n,el)_stdev","U238(n,el)","U238(n,el)_stdev","Th232(n,el)","Th232(n,el)_stdev","Li6(n,el)","Li6(n,el)_stdev","Li7(n,el)","Li7(n,el)_stdev","Be9(n,el)","Be9(n,el)_stdev","Pb(n,el)","Pb(n,el)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev,U233_kg/yr,U233_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","Be9(n,2n)","Be9(n,2n)_stdev","Pb(n,2n)","Pb(n,2n)_stdev","tot(n,fis)","tot(n,fis)_stdev","tot(n,nufis)","tot(n,nufis)_stdev",heating [MW],heating_stdev,fisq [MW],fisq_stdev
31,78.56078575326211,0.34686484976243726,0.0005749475942300889,0.12589619712501476,0.00027564420305156554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013034069110842721,1.454845895314094e-05,2.210755586953217,0.0026035104735232435,0.0,0.0,0.22846958841298132,0.0002619082942309263,0.1581853011057767,0.00017957764272739064,10.099569328132532,0.01113401258273096,0.0,0.0,558.9665152885127,1.2238326745184818,0.0,0.0,0.344357392359168,0.0005677131504834028,0.00250745740326925,7.2344437466860906e-06,0.08806405684376772,0.0002361192525267668,0.0,0.0,0.02622283482022468,4.703327257248889e-05,0.09012836663348521,0.000179394020468847,548.8145280322756,0.9280495678972334,283.1559462019753,0.5336199783620605
32,149.26222367211213,0.6511430823285308,0.0012227840447960666,0.2350597937956533,0.0005397598480445733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024449484485238572,3.407812779807425e-05,4.142018766408184,0.005802169785215882,0.0,0.0,0.43285930134068423,0.0006269696170472011,0.3005312394511858,0.0004316680466756881,18.93609226196559,0.02638492686297046,0.0,0.0,1043.6419591921592,2.3964797050584217,0.0,0.0,0.6457191164882259,0.001214149331014968,0.005423965840304952,8.634713781098747e-06,0.18946629491603426,0.0003215508504383702,0.0,0.0,0.05434285732914808,7.203385517151908e-05,0.1889464947995038,0.00025186462672303585,1114.8766783707576,1.5662799994409267,586.1948963569888,0.8580083474116565
total,227.82300942537424,0.998007932090968,0.0017977316390261555,0.3609559909206681,0.0008154040510961389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03748355359608129,4.862658675121519e-05,6.352774353361401,0.008405680258739126,0.0,0.0,0.6613288897536655,0.0008888779112781273,0.45871654055696254,0.0006112456894030787,29.035661590098123,0.03751893944570142,0.0,0.0,1602.608474480672,3.6203123795769034,0.0,0.0,0.990076508847394,0.0017818624814983706,0.007931423243574202,1.5869157527784836e-05,0.277530351759802,0.000557670102965137,0.0,0.0,0.08056569214937276,0.00011906712774400796,0.279074861432989,0.0004312586471918829,1663.6912064030332,2.49432956733816,869.3508425589641,1.3916283257737172
