cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"Th232(n,fis)","Th232(n,fis)_stdev","Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr
11,2.0895070726864176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,10.506801717799245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,20.638291864910617,0.0833822138648834,5.2418253292487115e-05,0.019418245438951452,6.235793239371626e-06,0.10280045930383486,5.865404653185874e-05,0.019418245438951452,1.7840344908438044e-06,4.4306324272398754e-05,7.750496882136185e-08,0.19172993566326704
22,28.44742356210092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,164.19775052434576,0.9848435081192447,0.00029396083748335004,0.08766761101229453,2.7538707671042107e-05,1.0725111191315393,0.00032149954515439216,0.08766761101229453,7.977206715753495e-06,0.0005788629867680379,3.79899833545575e-07,2.504955331625702
23,0.013029416051768768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,225.89280415789474,1.068225721984128,0.00034637909077583716,0.10708585645124599,3.377450091041373e-05,1.175311578435374,0.00038015359168625093,0.10708585645124599,9.761241206597298e-06,0.0006231693110404367,4.5740480236693685e-07,2.6966852672889687
