cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"Th232(n,fis)","Th232(n,fis)_stdev","Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr,U233_kg/yr_stdev
11,1.7710475936692813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,8.803863009166609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,16.98162501120019,0.13206571302448528,6.917601988845914e-05,0.014911151169986833,4.791915883943785e-06,0.14697686419447212,7.396793577240293e-05,0.0,0.0,0.0,0.0,0.0,0.0
22,23.028160794125643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,108.97418502239626,1.0000104322346512,0.00022290184215908703,0.0662371276548539,2.7146797357840687e-05,1.0662475598895051,0.0002500486395169277,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0058159183096144675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
total,159.56469734886758,1.1320761452591366,0.00029207786204754616,0.08114827882484073,3.193871324178447e-05,1.2132244240839773,0.0003240165752893306,0.0,0.0,0.0,0.0,0.0,0.0
