fertile_kgm3,void_cell,cellfrom,leakage,leakage_stdev
0.5,99,"[22, 23]",0.05024176474596315,3.2492171015976506e-05
0.5,98,[23],0.007542301138306143,8.694927619172025e-06
0.5,total,,0.05778406588426929,3.3635441778488716e-05
