cell,flux,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev",tbr,tbr_stdev,"Th232(n,fis)","Th232(n,fis)_stdev","Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr,U233_kg/yr_stdev,heat_eV_src,heat_eV_src_stdev
11,2.9368159746198144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458293.1806847117,47.45787155734975
21,5.873842033768293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582644.7853638037,48.524565377200084
12,29.31276902488007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484480.9050568004,43.49250563254354
22,5.8847917047897225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536120.3803303621,46.10908669907884
31,262.90170664197086,0.6458816788126921,7.030986642835497e-05,0.0014024280106023235,1.5350502068848724e-07,0.6472841068232944,7.046337144904346e-05,0.009529265649649114,8.037302058947943e-07,0.10985743358417732,1.448762141825937e-05,475.3939537780031,0.06269332353907436,10597280.453686068,677.4740294698097
23,27.336829193243744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469163.9262512452,85.13308816134332
32,122.85057329866873,0.3653007014065482,5.0126285585504674e-05,0.0001837940921545629,7.484446028856682e-08,0.36548449549870277,5.020113004579324e-05,0.0015956086356339518,4.695371737342118e-07,0.06663815922286942,1.1344778634816405e-05,288.3680871825023,0.049093074487390635,3340869.530889158,424.6924474407267
24,12.13239910736292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95372.64987619838,57.50116447824286
41,1.1641297766856855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21269.552145560345,18.17845352484039
42,11.085109813973972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137085.51455442933,85.54004196936933
25,7.82654311851936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78228.3172339437,34.72499539437227
33,32.94757837180876,0.11273399291502764,3.064465986344757e-05,1.9876667023570246e-05,1.9378425386633615e-08,0.1127538695820512,3.0664038288834204e-05,0.00020361060895935995,1.3166535959363413e-07,0.02151660342778133,6.77574135620747e-06,93.11034166448574,0.0293211516782469,833556.9415209682,207.8792410550274
26,7.88466843065386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56345.34128728416,39.115170770505436
43,0.7695490253588286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12520.706186894267,13.389684543328006
44,7.346918724360076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88451.73738220487,74.46315372318305
total,538.2542242406647,1.123916373134268,0.00015108081187730721,0.0016060987697804569,2.4772790636368766e-07,1.1255224719040482,0.0001513285397836709,0.011328484894242426,1.4049327392226402e-06,0.19801219623482808,3.2608141409283246e-05,856.8723826249911,0.1411075497047119,17791683.922449633,1903.6754997969206
