cell,flux,tbr,tbr_stdev,"U238(n,g)","U238(n,g)_stdev","Th232(n,g)","Th232(n,g)_stdev","U235(n,inel)","U235(n,inel)_stdev","U238(n,inel)","U238(n,inel)_stdev","Th232(n,inel)","Th232(n,inel)_stdev","U235(n,el)","U235(n,el)_stdev","U238(n,el)","U238(n,el)_stdev","Th232(n,el)","Th232(n,el)_stdev","Li6(n,el)","Li6(n,el)_stdev","Li7(n,el)","Li7(n,el)_stdev","Be9(n,el)","Be9(n,el)_stdev","Pb(n,el)","Pb(n,el)_stdev",Pu239_kg/yr,Pu239_kg/yr_stdev,U233_kg/yr,U233_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","Be9(n,2n)","Be9(n,2n)_stdev","Pb(n,2n)","Pb(n,2n)_stdev","tot(n,fis)","tot(n,fis)_stdev","tot(n,nufis)","tot(n,nufis)_stdev",heating [MW],heating_stdev,fisq [MW],fisq_stdev
11,3.095976319590045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.551409914213774,0.0028629174833027238,0.0,0.0
21,6.190905524483515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.38393195003552,0.0022998985446343674,0.0,0.0
12,30.90326401960471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.84996696293008,0.0019956870058478056,0.0,0.0
22,6.203919780509997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.746168833993952,0.0022567650669876134,0.0,0.0
31,270.5780512814016,0.8216351698000376,8.730770292468213e-05,0.0,0.0,1.5233305204828253e-05,1.8032783574444614e-09,0.0,0.0,0.0,0.0,6.325078609950138e-05,2.5947842392549095e-09,0.0,0.0,0.0,0.0,0.0005077805602226701,4.875791621797507e-08,1.6457640969917957,0.0001331396533466552,0.17220208902146625,1.3641661872689003e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.06593324298201754,7.8050028215751e-06,0.8198456596247096,8.714748571092754e-05,0.0017895101753280193,1.6021721375459464e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.8320779538859,0.028121284886368673,0.015238280395143201,1.1739106480736285e-06
23,27.326306409490957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.805453456940807,0.004325831278008001,0.0,0.0
32,118.82954819234484,0.42656157563505764,6.789210843596303e-05,0.0,0.0,8.581602672369844e-06,2.093929244967202e-09,0.0,0.0,0.0,0.0,2.150286864801791e-05,1.9861149607289302e-09,0.0,0.0,0.0,0.0,0.0002539349739763596,3.865615217708374e-08,0.7100265194003054,7.802674629207222e-05,0.07404638160040343,8.58973882914859e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.03714314697726633,9.063006605540641e-06,0.426382110827052,6.780983900670023e-05,0.00017946480800563926,8.226942926280165e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.2392618431695,0.022133822239613923,0.0022357861074818928,6.001047650396462e-07
24,10.059290369993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7602724804856225,0.0023578073942627357,0.0,0.0
41,1.6475199241825578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.61036089084885,0.002556708813879647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5262418653107811,3.216094818770136e-05,1.4812816127439568e-06,1.1310163089230094e-10,4.730273949285808e-06,3.501437387226991e-10,1.3070698272271575,0.0009403254754555643,0.0,0.0
42,13.576521482171792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.435451523067115,0.0019485565300728473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04636557239471477,1.3099880658055775e-05,2.143209947654724e-07,5.78016161805245e-11,6.080163041305354e-07,1.7497217305572615e-10,8.311915837391599,0.006085029647059356,0.0,0.0
25,7.535396073018271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.856455218823034,0.0008603880710735053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003660805031602453,3.3001605472765363e-06,2.3701231650934155e-08,1.5188766038731162e-11,6.331209921040144e-08,4.505816468627175e-11,3.4823376404618576,0.001200116916533929,0.0,0.0
33,30.785909857375064,0.12520149215767046,3.552113287833765e-05,0.0,0.0,2.689903071754184e-06,1.3848876985492779e-09,0.0,0.0,0.0,0.0,4.420664021582285e-06,7.422874617161933e-10,0.0,0.0,0.0,0.0,7.12266448350462e-05,1.784936821220621e-08,0.17911322366992846,3.781695290649111e-05,0.018869909971212625,3.602820510333443e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.011642518182582658,5.994111973960551e-06,0.12518627857219322,3.55002054031165e-05,1.521358547723479e-05,2.0927475221147295e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.56622211150783,0.009711853541722208,0.0002488693365160998,1.5803671150578146e-07
26,6.738524656025093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1989207343347403,0.0016099840351379631,0.0,0.0
43,1.0891961834824215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8009506125374878,0.0007555676013808857,0.0,0.0
44,7.9959849718679425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.950460073223751,0.004394501537500451,0.0,0.0
total,542.5563150455419,1.3733982375927658,0.0001907209442389828,0.0,0.0,2.650481094895228e-05,5.282095300960941e-09,0.0,0.0,0.0,0.0,8.917431876910157e-05,5.323186661700033e-09,0.0,0.0,0.0,0.0,0.0008329421790340759,1.0526343660726503e-07,2.5349038400620296,0.00024898335254521853,0.2651183805930823,2.5834221212171038e-05,0.0,0.0,71.902267632739,0.005365653415025999,0.0,0.0,0.11471890814186653,2.286212140107629e-05,1.3714140490239548,0.00019045753012074428,0.0019841885688108934,2.634141182385436e-07,0.0,0.0,0.5762682427370983,4.856098939303367e-05,1.7193038391603633e-06,1.860920131115566e-10,5.401602352626744e-06,5.701740764646969e-10,890.7864202323394,0.09105139265381622,0.017722935839141193,1.9320521246190562e-06
