cell,flux,tbr,tbr_stdev,"Th232(n,g)","Th232(n,g)_stdev",U233_kg/yr,U233_kg/yr_stdev,"Li6(n,t)","Li6(n,t)_stdev","Li7(n,t)","Li7(n,t)_stdev","Th232(n,fis)","Th232(n,fis)_stdev",heat_eV_src,heat_eV_src_stdev
11,2.958251982960785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457084.8588523236,177.03687142282067
21,5.915635940470171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583074.3001043069,165.37000551416475
12,29.513901545086807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484976.62601552746,125.87870941707038
22,5.92534728528377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536620.0385145086,147.70295253721937
31,263.7697261549703,0.6708986554775925,0.00018496652155074379,0.0947238634048154,3.212609909295541e-05,409.90536982313495,0.1390215734064234,0.6694436413553779,0.00018460325203926802,0.0014550141222146415,3.632695114757628e-07,0.008331881496923323,1.5926816855826858e-06,10415926.166513806,1202.058947073555
23,27.26826978667946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458621.45015780727,261.752375852143
32,121.38265701793749,0.37030442595503177,0.0001650331320311329,0.056164820370585705,3.281222648552954e-05,243.04605658519324,0.14199070169669312,0.37011985512374607,0.0001648075864954917,0.00018457083128567891,2.2554553564119865e-07,0.0013667243552788618,1.243273602474088e-06,3254411.48873312,1194.4666317408987
24,11.09715206831163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86061.05707896555,168.03611675108274
41,1.7476393842828672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29424.629707329324,79.48900421985819
42,12.431362557747281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162432.44566121654,341.67318431956755
25,7.731229577168315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75203.54749790291,84.46519443655745
33,31.962870313538772,0.11120909130667367,8.861633374601584e-05,0.01767372929440936,1.8111010045735314e-05,76.48079673036813,0.07837307309712463,0.11118981367540096,8.854750512038937e-05,1.927763127271432e-05,6.882862562647097e-08,0.00017051322495750538,3.0858322560456164e-07,796950.2543602497,605.459853328454
26,7.068695399782154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49099.067427710965,115.09894458449541
43,1.133252915078769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17775.770580972716,63.812811876231365
44,8.128655237642588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105912.96891261841,276.2682999606768
total,538.0346471669411,1.152412172739298,0.00043861598732789257,0.16856241306981046,8.304933562422025e-05,729.4322231386964,0.35938534820024115,1.150753310154525,0.0004379583436551491,0.0016588625847730348,6.576436727434324e-07,0.00986911907715969,3.1445385136613353e-06,17513574.67011837,5008.569903034795
