fertile_kgm3,void_cell,cellfrom,leakage,leakage_stdev
2000.0,99,"[22, 23]",0.05823795926212719,0.0011389787613040406
2000.0,98,[23],0.008335987919480418,0.0003604095926192275
2000.0,total,,0.06657394718160761,0.0011946412403536235
